Identifier,name,nation,club,field,position,OVR,PAC,SHO,PAS,DRI,DEF,PHY
kurtzouma_FRA,Kurt Zouma,France,Al Orobah,DF,Centre_Back,78,52,51,61,56,78,82
tyleradams_UNI,Tyler Adams,United States,AFC Bournemouth,MF,Defensive_Midfielder,77,77,50,68,72,77,74
yacineadli_FRA,Yacine Adli,France,Fiorentina,MF,Defensive_Midfielder,77,70,69,80,77,71,70
emmanuelagbadou_COT,Emmanuel Agbadou,Cote d'Ivoire,Stade de Reims,DF,Centre_Back,77,63,47,55,60,76,83
keremakturkoglu_TUR,Kerem Akturkoglu,Turkey,SL Benfica,MF,Side_Midfielder,77,86,72,71,78,35,56
omaralderete_PAR,Omar Alderete,Paraguay,Getafe CF,DF,Centre_Back,77,63,61,62,69,78,78
luismaximiano_POR,Luis Maximiano,Portugal,UD Almería,GK,Goalkeeper,77,77,75,72,79,55,72
gabrielpaulista_BRA,Gabriel Paulista,Brazil,Beşiktaş,DF,Centre_Back,77,63,49,66,62,78,76
francoarmani_ARG,Franco Armani,Argentina,River Plate,GK,Goalkeeper,77,74,76,68,80,46,79
loicbade_FRA,Loic Bade,France,Sevilla FC,DF,Centre_Back,77,55,45,56,63,77,77
anastasiosbakasetas_GRE,Anastasios Bakasetas,Greece,Panathinaikos,MF,Attacking_Midfielder,77,68,80,76,77,59,76
ridlebaku_GER,Ridle Baku,Germany,VfL Wolfsburg,DF,Right_Back,77,82,72,73,81,71,76
folarinbalogun_UNI,Folarin Balogun,United States,AS Monaco,FW,Striker,77,84,77,62,77,23,69
jonathanbamba_COT,Jonathan Bamba,Cote d'Ivoire,RC Celta,MF,Side_Midfielder,77,83,73,73,79,39,67
igorpaixao_BRA,Igor Paixao,Brazil,Feyenoord,FW,Left_Winger,77,85,73,72,79,32,66
sambeukema_NET,Sam Beukema,Netherlands,Bologna,DF,Centre_Back,77,49,55,60,62,78,76
justinbijlow_NET,Justin Bijlow,Netherlands,Feyenoord,GK,Goalkeeper,77,80,75,77,77,48,74
philipbilling_DEN,Philip Billing,Denmark,AFC Bournemouth,MF,Central_Midfielder,77,50,77,73,73,72,80
ludovicblas_FRA,Ludovic Blas,France,Stade Rennais FC,MF,Side_Midfielder,77,73,77,76,79,58,64
janisblaswich_GER,Janis Blaswich,Germany,RB Salzburg,GK,Goalkeeper,77,77,75,70,80,43,76
jeremieboga_COT,Jeremie Boga,Cote d'Ivoire,OGC Nice,FW,Left_Winger,77,85,70,72,82,39,64
willyboly_COT,Willy Boly,Cote d'Ivoire,Nott'm Forest,DF,Centre_Back,77,34,36,60,58,77,78
santiagobueno_URU,Santiago Bueno,Uruguay,Wolves,DF,Centre_Back,77,50,31,56,56,78,78
jeanbutez_FRA,Jean Butez,France,Royal Antwerp FC,GK,Goalkeeper,77,76,76,78,78,49,77
jackbutland_ENG,Jack Butland,England,Rangers,GK,Goalkeeper,77,78,75,74,77,52,76
ugurcancakir_TUR,Ugurcan Cakir,Turkey,Trabzonspor,GK,Goalkeeper,77,78,76,74,73,54,80
dominiccalvert-lewin_ENG,Dominic Calvert-Lewin,England,Everton,FW,Striker,77,75,74,63,73,39,76
andreacambiaso_ITA,Andrea Cambiaso,Italy,Juventus,DF,Right_Back,77,78,61,76,77,72,66
cameroncarter-vickers_UNI,Cameron Carter-Vickers,United States,Celtic,DF,Centre_Back,77,80,33,59,70,75,84
gedsonfernandes_POR,Gedson Fernandes,Portugal,Beşiktaş,MF,Central_Midfielder,77,80,73,74,80,75,81
tiagosantos_POR,Tiago Santos,Portugal,LOSC Lille,DF,Right_Back,77,83,56,71,77,72,66
timothycastagne_BEL,Timothy Castagne,Belgium,Fulham,DF,Right_Back,77,72,57,71,73,74,72
edinsoncavani_URU,Edinson Cavani,Uruguay,Boca Juniors,FW,Striker,77,52,80,68,71,51,71
fareschaibi_ALG,Fares Chaibi,Algeria,Frankfurt,MF,Attacking_Midfielder,77,75,70,77,77,68,73
jaspercillessen_NET,Jasper Cillessen,Netherlands,UD Las Palmas,GK,Goalkeeper,77,76,76,73,76,54,77
levicolwill_ENG,Levi Colwill,England,Chelsea,DF,Centre_Back,77,69,40,68,68,77,77
lewiscook_ENG,Lewis Cook,England,AFC Bournemouth,MF,Defensive_Midfielder,77,60,62,75,77,73,68
dodo_BRA,Dodo,Brazil,Fiorentina,DF,Right_Back,77,85,59,73,78,71,70
evander_BRA,Evander,Brazil,Portland Timbers,MF,Attacking_Midfielder,77,72,73,77,80,66,70
thijsdallinga_NET,Thijs Dallinga,Netherlands,Bologna,FW,Striker,77,72,77,65,72,30,67
craigdawson_ENG,Craig Dawson,England,Wolves,DF,Centre_Back,77,34,47,62,54,79,75
vanderson_BRA,Vanderson,Brazil,AS Monaco,DF,Right_Back,77,77,62,74,77,72,71
kirildespodov_BUL,Kiril Despodov,Bulgaria,PAOK FC,MF,Side_Midfielder,77,89,77,71,76,29,66
bafodediakite_FRA,Bafode Diakite,France,LOSC Lille,DF,Centre_Back,77,75,41,63,70,76,77
paulodiaz_CHI,Paulo Diaz,Chile,River Plate,DF,Centre_Back,77,73,57,70,71,76,79
issadiop_FRA,Issa Diop,France,Fulham,DF,Centre_Back,77,57,37,53,55,77,80
nicolasdominguez_ARG,Nicolas Dominguez,Argentina,Nott'm Forest,MF,Defensive_Midfielder,77,69,65,72,76,72,77
igor_BRA,Igor,Brazil,Brighton,DF,Centre_Back,77,67,37,57,58,77,85
andersdreyer_DEN,Anders Dreyer,Denmark,RSC Anderlecht,FW,Right_Winger,77,78,78,74,77,42,65
sebastiandriussi_ARG,Sebastian Driussi,Argentina,Austin FC,MF,Attacking_Midfielder,77,82,78,73,76,32,72
niclaseliasson_SWE,Niclas Eliasson,Sweden,AEK Athens,MF,Side_Midfielder,77,88,66,76,77,41,65
breelembolo_SWI,Breel Embolo,Switzerland,AS Monaco,FW,Striker,77,78,77,70,74,51,80
angelino_SPA,Angelino,Spain,AS Roma,DF,Left_Back,77,63,70,81,81,73,66
lukaszfabianski_POL,Lukasz Fabianski,Poland,West Ham,GK,Goalkeeper,77,77,78,68,76,49,77
jotasilva_POR,Jota Silva,Portugal,Nott'm Forest,MF,Side_Midfielder,77,83,72,69,76,44,74
fabiovieira_POR,Fabio Vieira,Portugal,FC Porto,MF,Attacking_Midfielder,77,71,72,78,78,51,53
kyogofuruhashi_JAP,Kyogo Furuhashi,Japan,Celtic,FW,Striker,77,84,78,67,75,49,65
matteogabbia_ITA,Matteo Gabbia,Italy,Milano FC,DF,Centre_Back,77,48,35,52,58,79,75
goncaloguedes_POR,Goncalo Guedes,Portugal,Wolves,FW,Striker,77,83,79,71,81,37,68
angelgomes_ENG,Angel Gomes,England,LOSC Lille,MF,Attacking_Midfielder,77,76,70,75,79,72,69
nicogonzalez_SPA,Nico Gonzalez,Spain,FC Porto,MF,Defensive_Midfielder,77,66,63,73,75,72,80
mertgunok_TUR,Mert Gunok,Turkey,Beşiktaş,GK,Goalkeeper,77,74,76,75,77,56,78
quilindschyhartman_NET,Quilindschy Hartman,Netherlands,Feyenoord,MF,Side_Midfielder,77,80,53,77,74,72,77
ricohenry_ENG,Rico Henry,England,Brentford,DF,Left_Back,77,87,41,62,75,75,71
bryanheynen_BEL,Bryan Heynen,Belgium,KRC Genk,MF,Central_Midfielder,77,62,73,75,75,73,77
santiagohezze_ARG,Santiago Hezze,Argentina,Olympiacos FC,MF,Defensive_Midfielder,77,67,62,67,71,75,77
callumhudson-odoi_ENG,Callum Hudson-Odoi,England,Nott'm Forest,MF,Side_Midfielder,77,82,72,73,80,48,60
ivanilic_SER,Ivan Ilic,Serbia,Torino,MF,Central_Midfielder,77,68,72,77,78,68,69
fotisioannidis_GRE,Fotis Ioannidis,Greece,Panathinaikos,FW,Striker,77,75,76,60,76,25,74
alexiwobi_NIG,Alex Iwobi,Nigeria,Fulham,MF,Side_Midfielder,77,75,65,72,80,56,75
vincentjanssen_NET,Vincent Janssen,Netherlands,Royal Antwerp FC,FW,Striker,77,69,76,69,72,48,88
mathiasjensen_DEN,Mathias Jensen,Denmark,Brentford,MF,Central_Midfielder,77,67,64,79,75,69,74
filipjorgensen_DEN,Filip Jorgensen,Denmark,Chelsea,GK,Goalkeeper,77,75,76,77,77,41,78
joaopedro_BRA,Joao Pedro,Brazil,Brighton,FW,Striker,77,77,77,67,79,28,62
arnaudkalimuendo_FRA,Arnaud Kalimuendo,France,Stade Rennais FC,FW,Striker,77,80,76,60,78,29,67
caoimhinkelleher_IRE,Caoimhin Kelleher,Ireland,Liverpool,GK,Goalkeeper,77,76,74,77,78,43,76
miloskerkez_HUN,Milos Kerkez,Hungary,AFC Bournemouth,DF,Left_Back,77,83,55,70,75,70,75
maximiliankilman_ENG,Maximilian Kilman,England,West Ham,DF,Centre_Back,77,61,42,66,64,77,78
timkleindienst_GER,Tim Kleindienst,Germany,M'gladbach,FW,Striker,77,67,79,56,68,39,87
justinkluivert_NET,Justin Kluivert,Netherlands,AFC Bournemouth,MF,Attacking_Midfielder,77,88,75,73,81,38,65
ladislavkrejci_CZE,Ladislav Krejci,Czech Republic,Girona FC,DF,Centre_Back,77,67,67,67,69,74,85
enzolefee_FRA,Enzo Le Fee,France,AS Roma,MF,Central_Midfielder,77,63,57,78,80,62,57
benjaminlecomte_FRA,Benjamin Lecomte,France,Montpellier,GK,Goalkeeper,77,76,75,77,76,41,75
florianlejeune_FRA,Florian Lejeune,France,Rayo Vallecano,DF,Centre_Back,77,48,57,64,65,77,70
chiquinho_POR,Chiquinho,Portugal,Olympiacos FC,MF,Central_Midfielder,77,74,74,77,77,66,70
bradleylocko_FRA,Bradley Locko,France,Stade Brestois,DF,Left_Back,77,75,51,64,73,75,70
renanlodi_BRA,Renan Lodi,Brazil,Al Hilal,DF,Left_Back,77,79,67,75,76,72,73
lucasberaldo_BRA,Lucas Beraldo,Brazil,Paris SG,DF,Centre_Back,77,68,38,65,67,76,74
jhonlucumi_COL,Jhon Lucumi,Colombia,Bologna,DF,Centre_Back,77,66,37,62,61,78,78
kobbiemainoo_ENG,Kobbie Mainoo,England,Man Utd,MF,Defensive_Midfielder,77,74,66,74,81,73,72
radoslawmajecki_POL,Radoslaw Majecki,Poland,AS Monaco,GK,Goalkeeper,77,77,74,71,78,31,75
rolandomandragora_ITA,Rolando Mandragora,Italy,Fiorentina,MF,Defensive_Midfielder,77,46,66,75,75,74,74
lucasmartinezquarta_ARG,Lucas Martinez Quarta,Argentina,Fiorentina,DF,Centre_Back,77,56,56,69,70,76,78
antony_BRA,Antony,Brazil,Man Utd,MF,Side_Midfielder,77,82,70,72,82,43,72
dwightmcneil_ENG,Dwight McNeil,England,Everton,MF,Side_Midfielder,77,68,73,77,78,55,68
georgesmikautadze_GEO,Georges Mikautadze,Georgia,OL,FW,Striker,77,81,78,72,80,40,71
vanjamilinkovic-savic_SER,Vanja Milinkovic-Savic,Serbia,Torino,GK,Goalkeeper,77,81,76,84,77,43,77
enzomillot_FRA,Enzo Millot,France,VfB Stuttgart,MF,Attacking_Midfielder,77,75,69,74,81,61,57
tyrickmitchell_ENG,Tyrick Mitchell,England,Crystal Palace,DF,Left_Back,77,75,41,62,73,76,69
teremmoffi_NIG,Terem Moffi,Nigeria,OGC Nice,FW,Striker,77,91,77,54,72,26,77
lorenzomontipo_ITA,Lorenzo Montipo,Italy,Hellas Verona,GK,Goalkeeper,77,75,73,69,83,42,75
endrick_BRA,Endrick,Brazil,Real Madrid,FW,Striker,77,89,76,61,78,30,64
marcelinomoreno_ARG,Marcelino Moreno,Argentina,Lanús,MF,Side_Midfielder,77,87,70,72,81,53,61
youssoufamoukoko_GER,Youssoufa Moukoko,Germany,OGC Nice,FW,Striker,77,77,76,59,80,34,67
joaomoutinho_POR,Joao Moutinho,Portugal,SC Braga,MF,Central_Midfielder,77,39,67,80,75,68,63
yvonmvogo_SWI,Yvon Mvogo,Switzerland,FC Lorient,GK,Goalkeeper,77,78,77,74,77,42,76
vitaliymykolenko_UKR,Vitaliy Mykolenko,Ukraine,Everton,DF,Left_Back,77,75,51,65,61,76,69
evanndicka_COT,Evan Ndicka,Cote d'Ivoire,AS Roma,DF,Centre_Back,77,74,53,68,69,77,77
joaomario_POR,Joao Mario,Portugal,FC Porto,DF,Right_Back,77,85,63,72,77,69,67
felixnmecha_GER,Felix Nmecha,Germany,Borussia Dortmund,MF,Central_Midfielder,77,80,69,71,80,75,81
christiannorgaard_DEN,Christian Norgaard,Denmark,Brentford,MF,Defensive_Midfielder,77,52,60,70,69,76,78
mathiasolivera_URU,Mathias Olivera,Uruguay,SSC Napoli,DF,Left_Back,77,71,50,68,71,75,73
davidospina_COL,David Ospina,Colombia,Atl. Nacional,GK,Goalkeeper,77,77,74,78,80,53,80
aitorparedes_SPA,Aitor Paredes,Spain,Athletic Club,DF,Centre_Back,77,72,36,49,56,78,75
brunopetkovic_CRO,Bruno Petkovic,Croatia,Dinamo Zagreb,FW,Striker,77,72,74,78,78,40,76
germanpezzella_ARG,German Pezzella,Argentina,River Plate,DF,Centre_Back,77,54,49,52,57,79,75
kalvinphillips_ENG,Kalvin Phillips,England,Ipswich,MF,Defensive_Midfielder,77,58,65,73,73,75,74
orbelinpineda_MEX,Orbelin Pineda,Mexico,AEK Athens,MF,Attacking_Midfielder,77,81,74,72,81,65,66
alassaneplea_FRA,Alassane Plea,France,M'gladbach,FW,Striker,77,66,77,79,79,39,71
arthur_BRA,Arthur,Brazil,Juventus,MF,Defensive_Midfielder,77,59,65,79,83,71,65
andrealmeida_POR,Andre Almeida,Portugal,Valencia CF,MF,Central_Midfielder,77,72,66,78,79,67,63
samuelericci_ITA,Samuele Ricci,Italy,Torino,MF,Defensive_Midfielder,77,73,55,72,78,73,68
matveysafonov_RUS,Matvey Safonov,Russia,Paris SG,GK,Goalkeeper,77,78,74,75,80,44,77
rolandsallai_HUN,Roland Sallai,Hungary,SC Freiburg,MF,Side_Midfielder,77,74,71,71,79,38,70
ibrahimsangare_COT,Ibrahim Sangare,Cote d'Ivoire,Nott'm Forest,MF,Defensive_Midfielder,77,60,65,72,72,77,83
marcosleonardo_BRA,Marcos Leonardo,Brazil,Al Hilal,FW,Striker,77,76,77,53,74,26,67
danielbraganca_POR,Daniel Braganca,Portugal,Sporting CP,MF,Central_Midfielder,77,80,69,76,80,65,61
marvinschwabe_GER,Marvin Schwabe,Germany,1. FC Köln,GK,Goalkeeper,77,77,74,75,81,47,74
nicolasseiwald_AUS,Nicolas Seiwald,Austria,RB Leipzig,MF,Defensive_Midfielder,77,73,62,73,74,74,75
matzsels_BEL,Matz Sels,Belgium,Nott'm Forest,GK,Goalkeeper,77,76,76,79,77,36,77
giovannisimeone_ARG,Giovanni Simeone,Argentina,SSC Napoli,FW,Striker,77,71,79,63,73,41,74
luissinisterra_COL,Luis Sinisterra,Colombia,AFC Bournemouth,MF,Side_Midfielder,77,88,71,69,82,52,51
oliverskipp_ENG,Oliver Skipp,England,Leicester City,MF,Defensive_Midfielder,77,61,47,68,71,75,70
emilesmithrowe_ENG,Emile Smith Rowe,England,Fulham,MF,Side_Midfielder,77,76,71,74,80,43,61
floriansotoca_FRA,Florian Sotoca,France,RC Lens,FW,Striker,77,73,75,75,73,50,81
matiassoule_ARG,Matias Soule,Argentina,AS Roma,MF,Side_Midfielder,77,75,69,74,81,36,56
jeremiahst.juste_NET,Jeremiah St. Juste,Netherlands,Sporting CP,DF,Centre_Back,77,93,58,66,77,78,73
antonstach_GER,Anton Stach,Germany,TSG Hoffenheim,MF,Central_Midfielder,77,73,68,74,72,77,80
josipstanisic_CRO,Josip Stanisic,Croatia,FC Bayern München,DF,Right_Back,77,73,44,65,69,78,74
calvinstengs_NET,Calvin Stengs,Netherlands,Feyenoord,MF,Attacking_Midfielder,77,71,69,78,78,54,66
yukinarisugawara_JAP,Yukinari Sugawara,Japan,Southampton,DF,Right_Back,77,82,54,76,73,71,71
josipsutalo_CRO,Josip Sutalo,Croatia,Ajax,DF,Centre_Back,77,80,32,61,71,77,77
mattiassvanberg_SWE,Mattias Svanberg,Sweden,VfL Wolfsburg,MF,Central_Midfielder,77,81,69,75,77,63,73
mathystel_FRA,Mathys Tel,France,FC Bayern München,FW,Striker,77,86,80,64,77,29,64
arthurtheate_BEL,Arthur Theate,Belgium,Frankfurt,DF,Centre_Back,77,71,40,55,59,78,80
maliktillman_UNI,Malik Tillman,United States,PSV,MF,Attacking_Midfielder,77,80,68,72,80,62,72
oscartrejo_ARG,Oscar Trejo,Argentina,Rayo Vallecano,MF,Attacking_Midfielder,77,64,75,77,80,70,77
adrientruffert_FRA,Adrien Truffert,France,Stade Rennais FC,DF,Left_Back,77,76,57,71,75,73,69
konstantinostsimikas_GRE,Konstantinos Tsimikas,Greece,Liverpool,DF,Left_Back,77,80,57,74,75,73,78
bruma_POR,Bruma,Portugal,SC Braga,MF,Side_Midfielder,77,89,73,69,82,32,60
seppvandenberg_NET,Sepp van den Berg,Netherlands,Brentford,DF,Centre_Back,77,76,36,63,66,78,76
jamievardy_ENG,Jamie Vardy,England,Leicester City,FW,Striker,77,74,78,69,72,52,66
elyewahi_FRA,Elye Wahi,France,OM,FW,Striker,77,84,79,67,79,31,67
woutweghorst_NET,Wout Weghorst,Netherlands,Ajax,FW,Striker,77,59,76,61,68,58,86
joewillock_ENG,Joe Willock,England,Newcastle Utd,MF,Central_Midfielder,77,77,72,73,80,72,69
patrickwimmer_AUS,Patrick Wimmer,Austria,VfL Wolfsburg,MF,Side_Midfielder,77,80,69,71,81,49,70
maximilianwober_AUS,Maximilian Wober,Austria,Leeds United,DF,Centre_Back,77,65,52,67,65,78,78
ismailyuksek_TUR,Ismail Yuksek,Turkey,Fenerbahçe,MF,Defensive_Midfielder,77,74,60,71,72,74,77
nicolazalewski_POL,Nicola Zalewski,Poland,AS Roma,MF,Side_Midfielder,77,85,64,74,79,64,59
salisabdulsamed_GHA,Salis Abdul Samed,Ghana,Sunderland,MF,Defensive_Midfielder,76,60,49,66,69,74,79
simonadingra_COT,Simon Adingra,Cote d'Ivoire,Brighton,MF,Side_Midfielder,76,88,70,69,80,30,52
michelaebischer_SWI,Michel Aebischer,Switzerland,Bologna,MF,Central_Midfielder,76,66,67,74,75,74,74
kristofferajer_NOR,Kristoffer Ajer,Norway,Brentford,DF,Centre_Back,76,64,56,63,70,74,82
maghnesakliouche_FRA,Maghnes Akliouche,France,AS Monaco,MF,Side_Midfielder,76,74,68,75,80,48,59
chubaakpom_ENG,Chuba Akpom,England,Ajax,FW,Striker,76,77,75,59,71,32,74
rodrigoaliendro_ARG,Rodrigo Aliendro,Argentina,River Plate,MF,Defensive_Midfielder,76,70,70,74,79,72,77
stepheneustaquio_CAN,Stephen Eustaquio,Canada,FC Porto,MF,Defensive_Midfielder,76,66,66,75,73,72,73
gabrielarias_CHI,Gabriel Arias,Chile,Racing Club,GK,Goalkeeper,76,76,72,72,76,45,75
santiagoascacibar_ARG,Santiago Ascacibar,Argentina,Estudiantes,MF,Central_Midfielder,76,70,70,71,75,73,71
taiwoawoniyi_NIG,Taiwo Awoniyi,Nigeria,Nott'm Forest,FW,Striker,76,75,76,60,69,32,79
ericbailly_COT,Eric Bailly,Cote d'Ivoire,Villarreal CF,DF,Centre_Back,76,68,42,59,66,76,71
tommasobaldanzi_ITA,Tommaso Baldanzi,Italy,AS Roma,MF,Attacking_Midfielder,76,78,72,73,79,41,50
enisbardhi_NOR,Enis Bardhi,North Macedonia,Trabzonspor,MF,Attacking_Midfielder,76,71,77,77,78,58,53
pablobarrios_SPA,Pablo Barrios,Spain,Atlético de Madrid,MF,Central_Midfielder,76,76,68,72,75,69,63
musabarrow_GAM,Musa Barrow,Gambia,Al Taawoun,FW,Left_Winger,76,84,73,68,76,31,64
calvinbassey_NIG,Calvin Bassey,Nigeria,Fulham,DF,Centre_Back,76,82,44,62,67,74,86
augustobatalla_ARG,Augusto Batalla,Argentina,Rayo Vallecano,GK,Goalkeeper,76,77,73,74,78,43,74
mouradbatna_MOR,Mourad Batna,Morocco,Al Fateh,MF,Side_Midfielder,76,72,74,74,77,36,79
martinbaturina_CRO,Martin Baturina,Croatia,Dinamo Zagreb,MF,Attacking_Midfielder,76,76,70,77,81,59,67
altaybayindir_TUR,Altay Bayindir,Turkey,Man Utd,GK,Goalkeeper,76,78,73,72,79,30,76
sheraldobecker_SUR,Sheraldo Becker,Suriname,Real Sociedad,FW,Striker,76,93,74,70,78,35,69
raoulbellanova_ITA,Raoul Bellanova,Italy,Bergamo Calcio,DF,Right_Back,76,86,32,65,73,69,72
sanderberge_NOR,Sander Berge,Norway,Fulham,MF,Central_Midfielder,76,53,65,73,71,75,85
miguelborja_COL,Miguel Borja,Colombia,River Plate,FW,Striker,76,77,76,66,71,41,82
hichamboudaoui_ALG,Hicham Boudaoui,Algeria,OGC Nice,MF,Central_Midfielder,76,75,65,73,77,74,74
malcombraida_ARG,Malcom Braida,Argentina,San Lorenzo,MF,Side_Midfielder,76,82,69,70,76,72,72
jonathanburkardt_GER,Jonathan Burkardt,Germany,1. FSV Mainz 05,FW,Striker,76,75,75,67,78,43,76
georgiybushchan_UKR,Georgiy Bushchan,Ukraine,Dynamo Kyiv,GK,Goalkeeper,76,77,68,81,79,30,75
remycabella_FRA,Remy Cabella,France,LOSC Lille,MF,Attacking_Midfielder,76,68,71,76,80,40,50
mahdicamara_FRA,Mahdi Camara,France,Stade Brestois,MF,Central_Midfielder,76,61,63,72,76,75,75
jamintoncampaz_COL,Jaminton Campaz,Colombia,Rosario Central,MF,Side_Midfielder,76,85,72,72,77,30,55
pedrochirivella_SPA,Pedro Chirivella,Spain,FC Nantes,MF,Defensive_Midfielder,76,54,54,71,71,70,72
ryanchristie_SCO,Ryan Christie,Scotland,AFC Bournemouth,MF,Central_Midfielder,76,76,70,75,77,71,78
genycatamo_MOZ,Geny Catamo,Mozambique,Sporting CP,MF,Side_Midfielder,76,88,70,66,81,64,58
hugocuypers_BEL,Hugo Cuypers,Belgium,Chicago Fire FC,FW,Striker,76,75,76,68,71,44,78
davidson_BRA,Davidson,Brazil,Başakşehir,FW,Left_Winger,76,82,74,70,80,41,73
leifdavis_ENG,Leif Davis,England,Ipswich,DF,Left_Back,76,80,54,75,73,70,73
maximdecuyper_BEL,Maxim De Cuyper,Belgium,Club Brugge,DF,Left_Back,76,76,72,79,77,68,70
johnnycardoso_UNI,Johnny Cardoso,United States,Real Betis,MF,Defensive_Midfielder,76,73,66,72,75,75,67
alexsandro_BRA,Alexsandro,Brazil,LOSC Lille,DF,Centre_Back,76,62,31,51,53,77,78
zenodebast_BEL,Zeno Debast,Belgium,Sporting CP,DF,Centre_Back,76,66,53,71,72,76,76
thomasdelaney_DEN,Thomas Delaney,Denmark,F.C. København,MF,Defensive_Midfielder,76,64,69,71,70,78,76
merihdemiral_TUR,Merih Demiral,Turkey,Al Ahli,DF,Centre_Back,76,72,39,47,60,77,80
kevindenkey_TOG,Kevin Denkey,Togo,Cercle Brugge,FW,Striker,76,75,77,54,72,29,83
sofianediop_MOR,Sofiane Diop,Morocco,OGC Nice,FW,Left_Winger,76,70,70,75,81,54,53
kasperdolberg_DEN,Kasper Dolberg,Denmark,RSC Anderlecht,FW,Striker,76,73,78,66,71,30,68
desiredoue_FRA,Desire Doue,France,Paris SG,MF,Side_Midfielder,76,78,69,72,81,52,64
martindubravka_SLO,Martin Dubravka,Slovakia,Newcastle Utd,GK,Goalkeeper,76,76,74,78,78,38,75
chideraejuke_NIG,Chidera Ejuke,Nigeria,Sevilla FC,MF,Side_Midfielder,76,90,68,70,80,37,62
hugoekitike_FRA,Hugo Ekitike,France,Frankfurt,FW,Striker,76,84,75,61,77,25,67
bilalelkhannouss_MOR,Bilal El Khannouss,Morocco,Leicester City,MF,Attacking_Midfielder,76,71,60,78,81,37,56
anthonyelanga_SWE,Anthony Elanga,Sweden,Nott'm Forest,MF,Side_Midfielder,76,87,69,68,78,39,69
nicoelvedi_SWI,Nico Elvedi,Switzerland,M'gladbach,DF,Centre_Back,76,73,39,63,65,77,74
tiagodjalo_POR,Tiago Djalo,Portugal,FC Porto,DF,Centre_Back,76,80,42,61,64,76,75
woutfaes_BEL,Wout Faes,Belgium,Leicester City,DF,Centre_Back,76,52,39,55,59,77,79
nicolofagioli_ITA,Nicolo Fagioli,Italy,Juventus,MF,Defensive_Midfielder,76,76,63,78,79,70,68
leonardofernandez_URU,Leonardo Fernandez,Uruguay,Peñarol,MF,Attacking_Midfielder,76,78,79,76,75,44,64
alessandroflorenzi_ITA,Alessandro Florenzi,Italy,Milano FC,DF,Right_Back,76,70,76,80,79,75,56
mortenfrendrup_DEN,Morten Frendrup,Denmark,Genoa,MF,Central_Midfielder,76,78,60,66,76,73,77
danigarcia_SPA,Dani Garcia,Spain,Olympiacos FC,MF,Central_Midfielder,76,47,63,71,70,78,84
joangarcia_SPA,Joan Garcia,Spain,RCD Espanyol,GK,Goalkeeper,76,76,75,70,76,45,74
bryangil_SPA,Bryan Gil,Spain,Girona FC,MF,Side_Midfielder,76,75,67,74,81,31,40
mariogila_SPA,Mario Gila,Spain,Latium,DF,Centre_Back,76,75,53,67,72,78,68
adriapedrosa_SPA,Adria Pedrosa,Spain,Sevilla FC,DF,Left_Back,76,90,60,69,78,69,73
andreigirotto_BRA,Andrei Girotto,Brazil,Al Taawoun,DF,Centre_Back,76,49,65,67,66,77,75
oscargloukh_ISR,Oscar Gloukh,Israel,RB Salzburg,MF,Attacking_Midfielder,76,83,70,71,82,36,48
pierluigigollini_ITA,Pierluigi Gollini,Italy,Genoa,GK,Goalkeeper,76,76,74,73,78,47,76
toti_POR,Toti,Portugal,Wolves,DF,Centre_Back,76,79,47,65,66,76,76
gabrielsara_BRA,Gabriel Sara,Brazil,Galatasaray,MF,Central_Midfielder,76,74,74,77,76,59,80
jeffreygouweleeuw_NET,Jeffrey Gouweleeuw,Netherlands,FC Augsburg,DF,Centre_Back,76,67,58,66,64,78,71
demaraigray_JAM,Demarai Gray,Jamaica,Ettifaq FC,FW,Left_Winger,76,85,73,69,80,38,58
idrissagueye_SEN,Idrissa Gueye,Senegal,Everton,MF,Defensive_Midfielder,76,60,60,66,71,78,68
robinhack_GER,Robin Hack,Germany,M'gladbach,MF,Side_Midfielder,76,80,74,70,79,33,60
gustavohamer_NET,Gustavo Hamer,Netherlands,Sheffield Utd,MF,Central_Midfielder,76,69,70,77,74,73,77
amineharit_MOR,Amine Harit,Morocco,OM,MF,Central_Midfielder,76,77,65,74,81,60,57
jackharrison_ENG,Jack Harrison,England,Everton,MF,Side_Midfielder,76,79,71,70,78,49,69
reohatate_JAP,Reo Hatate,Japan,Celtic,MF,Central_Midfielder,76,70,74,73,80,64,67
madshermansen_DEN,Mads Hermansen,Denmark,Leicester City,GK,Goalkeeper,76,76,74,78,79,50,75
guidoherrera_ARG,Guido Herrera,Argentina,Talleres,GK,Goalkeeper,76,76,74,72,76,59,75
aaronhickey_SCO,Aaron Hickey,Scotland,Brentford,DF,Right_Back,76,74,54,70,74,74,68
adamhlozek_CZE,Adam Hlozek,Czech Republic,TSG Hoffenheim,FW,Striker,76,75,76,72,76,31,77
gustavisaksen_DEN,Gustav Isaksen,Denmark,Latium,FW,Right_Winger,76,88,72,67,78,40,49
koitakura_JAP,Ko Itakura,Japan,M'gladbach,DF,Centre_Back,76,73,45,59,70,77,73
lukaivanusec_CRO,Luka Ivanusec,Croatia,Feyenoord,FW,Left_Winger,76,65,73,72,83,58,73
maurojunior_BRA,Mauro Junior,Brazil,PSV,DF,Left_Back,76,83,66,76,80,69,56
vitalyjanelt_GER,Vitaly Janelt,Germany,Brentford,MF,Central_Midfielder,76,60,70,73,73,73,78
thilokehrer_GER,Thilo Kehrer,Germany,AS Monaco,DF,Centre_Back,76,71,44,65,65,76,75
