Name,Age,Nation,Position,Club,League,Confederation,Billion_KRW,Field,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Name_ID
Bryan Mbeumo,25,Cameroon,Right_Winger,Manchester United,PremierLeague,CAF,893.8,FW,80,84,80,74,80,49,76,bryanmbeumo_CAM
Bryan Reynolds,24,United States,Right_Back,KVC Westerlo,Jupiler_ProLeague,CONCACAF,56.9,DF,71,70,47,64,69,66,74,bryanreynolds_UNI
Bryce Duke,24,United States,Attacking_Midfielder,CF Montréal,MLS,CONCACAF,32.5,MF,67,68,58,69,71,46,58,bryceduke_UNI
Bukayo Saka,23,England,Right_Winger,Arsenal FC,PremierLeague,UEFA,2437.5,FW,87,85,83,81,88,60,70,bukayosaka_ENG
Caden Clark,22,United States,Attacking_Midfielder,CF Montréal,MLS,CONCACAF,29.2,MF,65,78,61,62,68,46,60,cadenclark_UNI
Caglar Soyuncu,29,Turkey,Centre_Back,Fenerbahce,SuperLig,UEFA,113.8,DF,78,69,47,59,65,77,78,caglarsoyuncu_TUR
Caio Henrique,27,Brazil,Left_Back,AS Monaco,Ligue1,CONMEBOL,243.8,DF,78,77,58,78,78,72,66,caiohenrique_BRA
Caleb Okoli,24,Italy,Centre_Back,Leicester City,Championship,UEFA,162.5,DF,72,43,30,46,53,72,80,calebokoli_ITA
Caleb Wiley,20,United States,Left_Back,Watford FC,Championship,CONCACAF,130.0,DF,68,76,52,63,72,62,63,calebwiley_UNI
Calegari,23,Brazil,Right_Back,Eyüpspor,SuperLig,CONMEBOL,56.9,DF,68,81,33,59,67,61,58,calegari_BRA
Calem Nieuwenhof,24,Australia,Defensive_Midfielder,Heart of Midlothian FC,Scottish_Premiership,AFC,16.2,MF,68,76,61,63,69,65,68,calemnieuwenhof_AUS
Callan Elliot,26,New Zealand,Right_Back,Auckland FC,A_League,OFC,4.9,DF,62,76,48,57,64,54,64,callanelliot_NEW
Callum Doyle,21,England,Centre_Back,Manchester City U21,Other_leagues,UEFA,243.8,DF,72,58,37,66,68,72,75,callumdoyle_ENG
Callum McGregor,32,Scotland,Central_Midfielder,Celtic FC,Scottish_Premiership,UEFA,81.2,MF,79,79,74,77,80,71,78,callummcgregor_SCO
Callum Talbot,24,Australia,Right_Back,Macarthur FC,A_League,AFC,5.7,DF,64,78,42,57,63,57,67,callumtalbot_AUS
Callum Timmins,25,Australia,Central_Midfielder,Perth Glory,A_League,AFC,6.5,MF,61,68,60,57,60,56,73,callumtimmins_AUS
Callum Wilson,33,England,Striker,Newcastle United,PremierLeague,UEFA,130.0,FW,81,78,82,67,79,42,75,callumwilson_ENG
Calvin Bassey,25,Nigeria,Centre_Back,Fulham FC,PremierLeague,CAF,406.2,DF,76,82,44,62,67,74,86,calvinbassey_NIG
Calvin Stengs,26,Netherlands,Attacking_Midfielder,Feyenoord Rotterdam,Eredivisie,UEFA,113.8,MF,77,71,69,78,78,54,66,calvinstengs_NET
Calvin Verdonk,28,Indonesia,Left_Back,NEC Nijmegen,Eredivisie,AFC,40.6,DF,71,79,58,66,66,68,69,calvinverdonk_IND
Cameron Archer,23,England,Striker,Southampton FC,Championship,UEFA,195.0,FW,75,77,75,59,74,25,68,cameronarcher_ENG
Cameron Burgess,29,Australia,Centre_Back,Swansea City,Championship,AFC,32.5,DF,72,51,37,56,54,72,80,cameronburgess_AUS
Cameron Carter-Vickers,27,United States,Centre_Back,Celtic FC,Scottish_Premiership,CONCACAF,227.5,DF,77,80,33,59,70,75,84,cameroncarter-vickers_UNI
Cameron Howieson,30,New Zealand,Central_Midfielder,Auckland FC,A_League,OFC,5.7,MF,62,70,59,61,62,54,67,cameronhowieson_NEW
Cameron Puertas,26,Spain,Attacking_Midfielder,Al-Qadsiah FC,Saudi_ProLeague,UEFA,211.2,MF,78,74,75,79,79,69,75,cameronpuertas_SPA
Can Bozdogan,24,Germany,Central_Midfielder,FC Utrecht,Eredivisie,UEFA,56.9,MF,69,61,66,68,74,62,66,canbozdogan_GER
Can Uzun,19,Turkey,Attacking_Midfielder,Eintracht Frankfurt,Bundesliga,UEFA,292.5,MF,72,70,72,65,75,24,63,canuzun_TUR
Caoimhin Kelleher,26,Ireland,Goalkeeper,Brentford FC,PremierLeague,UEFA,325.0,GK,77,76,74,77,78,43,76,caoimhinkelleher_IRE
Carlens Arcus,29,Haiti,Right_Back,Angers SCO,Ligue1,CONCACAF,29.2,DF,68,75,43,63,64,61,73,carlensarcus_HAI
Carlo Boukhalfa,26,Germany,Central_Midfielder,FC St. Gallen 1879,Swiss_SuperLeague,UEFA,32.5,MF,66,66,61,62,66,60,73,carloboukhalfa_GER
Carlo Holse,26,Denmark,Attacking_Midfielder,Samsunspor,SuperLig,UEFA,61.8,MF,70,78,63,66,72,53,66,carloholse_DEN
Carlos Baleba,21,Cameroon,Defensive_Midfielder,Brighton & Hove Albion,PremierLeague,CAF,650.0,MF,73,77,50,65,74,68,77,carlosbaleba_CAM
Carlos Coronel,28,Paraguay,Goalkeeper,New York Red Bulls,MLS,CONMEBOL,24.4,GK,72,71,70,73,73,39,71,carloscoronel_PAR
Carlos Cuesta,26,Colombia,Centre_Back,Galatasaray,SuperLig,CONMEBOL,113.8,DF,72,76,28,52,62,71,74,carloscuesta_COL
Carlos Forbs,21,Portugal,Left_Winger,Club Brugge KV,Jupiler_ProLeague,UEFA,130.0,FW,70,90,67,62,70,36,54,carlosforbs_POR
Carlos Izquierdoz,36,Argentina,Centre_Back,CA Lanús,Liga_Profesional,CONMEBOL,8.1,DF,74,48,53,52,53,73,83,carlosizquierdoz_ARG
Carlos Miguel,26,Brazil,Goalkeeper,Nottingham Forest,PremierLeague,CONMEBOL,65.0,GK,73,71,74,69,71,17,73,carlosmiguel_BRA
Carlos Soler,28,Spain,Central_Midfielder,Paris Saint-Germain,Ligue1,UEFA,292.5,MF,78,75,75,79,78,70,71,carlossoler_SPA
Carl Rushworth,24,England,Goalkeeper,Coventry City,Championship,UEFA,48.8,GK,72,72,70,71,73,55,71,carlrushworth_ENG
Carlton Morris,29,England,Striker,Derby County,Championship,UEFA,89.4,FW,74,73,74,58,69,34,77,carltonmorris_ENG
Carney Chukwuemeka,21,England,Central_Midfielder,Chelsea FC,PremierLeague,UEFA,292.5,MF,72,65,65,68,76,50,63,carneychukwuemeka_ENG
Casemiro,33,Brazil,Defensive_Midfielder,Manchester United,PremierLeague,CONMEBOL,162.5,MF,84,38,74,77,69,82,82,casemiro_BRA
Caspar Jander,22,Germany,Central_Midfielder,1.FC Nuremberg,Bundesliga_2,UEFA,113.8,MF,66,76,47,65,70,61,66,casparjander_GER
Casper Tengstedt,25,Denmark,Striker,Feyenoord Rotterdam,Eredivisie,UEFA,97.5,FW,72,83,70,63,68,36,71,caspertengstedt_DEN
Castello Lukeba,22,France,Centre_Back,RB Leipzig,Bundesliga,UEFA,650.0,DF,79,70,43,68,73,80,73,castellolukeba_FRA
Catalin Cabuz,29,Romania,Goalkeeper,FC Hermannstadt,Romaina_SuperLiga,UEFA,16.2,GK,67,69,62,62,72,35,63,catalincabuz_ROM
Cedric Bakambu,34,Congo,Striker,Real Betis Balompié,LaLiga,CAF,24.4,FW,75,77,74,66,72,36,62,cedricbakambu_CON
Cedric Itten,28,Switzerland,Striker,BSC Young Boys,Swiss_SuperLeague,UEFA,24.4,FW,73,69,73,62,67,36,80,cedricitten_SWI
Cedric Kipre,28,Cote d'Ivoire,Centre_Back,Ipswich Town,Championship,CAF,48.8,DF,75,68,35,49,55,73,85,cedrickipre_COT
Cedric Teuchert,28,Germany,Striker,St. Louis CITY SC,MLS,UEFA,56.9,FW,71,70,72,60,73,35,65,cedricteuchert_GER
Cedric Zesiger,27,Switzerland,Centre_Back,FC Augsburg,Bundesliga,UEFA,113.8,DF,74,67,43,57,61,73,80,cedriczesiger_SWI
Cengiz Under,28,Turkey,Right_Winger,Fenerbahce,SuperLig,UEFA,121.9,FW,76,77,75,76,78,38,58,cengizunder_TUR
Cenk Tosun,34,Turkey,Striker,Fenerbahce,SuperLig,UEFA,16.2,FW,74,66,75,67,71,36,72,cenktosun_TUR
Cephas Malele,31,Switzerland,Striker,Dalian Yingbo,Chinese_SuperLeague,UEFA,14.6,FW,70,84,67,48,68,33,83,cephasmalele_SWI
Cesar Araujo,24,Uruguay,Defensive_Midfielder,Orlando City SC,MLS,CONMEBOL,56.9,MF,69,65,53,56,63,63,70,cesararaujo_URU
Cesare Casadei,22,Italy,Central_Midfielder,Torino FC,Serie_A,UEFA,243.8,MF,71,66,69,70,70,65,70,cesarecasadei_ITA
Cesar Montes,28,Mexico,Centre_Back,Lokomotiv Moscow,Russian_PremierLiga,CONCACAF,73.1,DF,74,57,46,60,63,73,79,cesarmontes_MEX
Cesar Tarrega,23,Spain,Centre_Back,Valencia CF,LaLiga,UEFA,162.5,DF,71,63,40,52,52,71,73,cesartarrega_SPA
Cezary Miszta,23,Poland,Goalkeeper,Rio Ave FC,Liga_Portugal,UEFA,48.8,GK,66,67,65,64,70,34,66,cezarymiszta_POL
Chadi Riad,22,Morocco,Centre_Back,Crystal Palace,PremierLeague,CAF,243.8,DF,72,62,32,54,54,72,74,chadiriad_MOR
Charalampos Kostoulas,18,Greece,Striker,Brighton & Hove Albion,PremierLeague,UEFA,195.0,FW,64,68,63,53,61,35,64,charalamposkostoulas_GRE
Charles De Ketelaere,24,Belgium,Attacking_Midfielder,Atalanta BC,Serie_A,UEFA,568.8,MF,79,69,77,78,81,55,70,charlesdeketelaere_BEL
Charles Pickel,28,Congo,Defensive_Midfielder,US Cremonese,Serie_A,CAF,39.0,MF,70,63,57,65,68,65,81,charlespickel_CON
Charles Vanhoutte,26,Belgium,Defensive_Midfielder,Union Saint-Gilloise,Jupiler_ProLeague,UEFA,97.5,MF,72,57,61,64,72,68,77,charlesvanhoutte_BEL
Charlie Cresswell,22,England,Centre_Back,FC Toulouse,Ligue1,UEFA,162.5,DF,72,52,30,50,55,72,74,charliecresswell_ENG
Charlie Hughes,21,England,Centre_Back,Hull City,Championship,UEFA,56.9,DF,67,60,32,51,56,67,70,charliehughes_ENG
Che Adams,29,Scotland,Striker,Torino FC,Serie_A,UEFA,243.8,FW,75,79,76,62,74,40,76,cheadams_SCO
Cheick Doucoure,25,Mali,Defensive_Midfielder,Crystal Palace,PremierLeague,CAF,406.2,MF,79,65,57,70,75,76,76,cheickdoucoure_MAL
Cheikh Niasse,25,Senegal,Defensive_Midfielder,Hellas Verona,Serie_A,CAF,40.6,MF,72,61,44,61,67,71,75,cheikhniasse_SEN
Cher Ndour,21,Italy,Central_Midfielder,ACF Fiorentina,Serie_A,UEFA,81.2,MF,69,55,62,69,69,58,70,cherndour_ITA
Cheveyo Tsawa,18,Switzerland,Central_Midfielder,FC Zürich,Swiss_SuperLeague,UEFA,65.0,MF,55,62,41,59,55,45,48,cheveyotsawa_SWI
Cho Gue Sung,27,"Korea, South",Striker,FC Midtjylland,Danish_Superligaen,AFC,56.9,FW,72,78,71,52,68,30,79,choguesung_KOR
Cho Hyun Taek,23,"Korea, South",Left_Back,Ulsan HD FC,K_League1,AFC,8.1,DF,62,72,39,52,61,57,61,chohyuntaek_KOR
Choi Jun,26,"Korea, South",Right_Back,FC Seoul,K_League1,AFC,11.4,DF,71,79,50,66,67,63,72,choijun_KOR
Cho Young Wook,26,"Korea, South",Striker,FC Seoul,K_League1,AFC,8.9,FW,66,81,66,57,69,29,68,choyoungwook_KOR
Chris Bedia,29,Cote d'Ivoire,Striker,BSC Young Boys,Swiss_SuperLeague,CAF,40.6,FW,71,68,71,54,67,33,78,chrisbedia_COT
Chris Brady,21,United States,Goalkeeper,Chicago Fire FC,MLS,CONCACAF,40.6,GK,68,72,64,62,73,29,66,chrisbrady_UNI
Chris Cadden,28,Scotland,Right_Back,Hibernian FC,Scottish_Premiership,UEFA,9.8,DF,66,70,58,64,66,60,73,chriscadden_SCO
Chris Durkin,25,United States,Defensive_Midfielder,St. Louis CITY SC,MLS,CONCACAF,29.2,MF,66,56,59,66,64,63,68,chrisdurkin_UNI
Chrislain Matsima,23,France,Centre_Back,FC Augsburg,Bundesliga,UEFA,357.5,DF,70,73,34,48,55,69,70,chrislainmatsima_FRA
Chris Richards,25,United States,Centre_Back,Crystal Palace,PremierLeague,CONCACAF,227.5,DF,76,71,27,59,61,76,74,chrisrichards_UNI
Chris Rigg,18,England,Attacking_Midfielder,Sunderland AFC,PremierLeague,UEFA,325.0,MF,61,61,54,60,65,52,57,chrisrigg_ENG
Chris Smalling,35,England,Centre_Back,Al-Fayha FC,Saudi_ProLeague,UEFA,24.4,DF,82,54,47,58,61,85,79,chrissmalling_ENG
Christiaan Ravych,22,Belgium,Centre_Back,Cercle Brugge ,Jupiler_ProLeague,UEFA,73.1,DF,68,46,28,51,58,68,65,christiaanravych_BEL
Christian Benteke,34,Belgium,Striker,D.C. United,MLS,UEFA,32.5,FW,74,46,75,62,67,32,77,christianbenteke_BEL
Christian Fruchtl,25,Germany,Goalkeeper,US Lecce,Serie_A,UEFA,21.1,GK,70,73,68,67,71,24,66,christianfruchtl_GER
Christian Gytkjaer,35,Denmark,Striker,SSC Bari,Serie_B,UEFA,11.4,FW,70,50,73,57,68,33,66,christiangytkjaer_DEN
Christian Kabasele,34,Belgium,Centre_Back,Udinese Calcio,Serie_A,UEFA,11.4,DF,71,50,50,51,59,71,71,christiankabasele_BEL
Christian Kouame,27,Cote d'Ivoire,Striker,ACF Fiorentina,Serie_A,CAF,65.0,FW,76,79,72,68,77,40,70,christiankouame_COT
Christian Mawissa,20,France,Centre_Back,AS Monaco,Ligue1,UEFA,243.8,DF,72,65,31,54,62,73,73,christianmawissa_FRA
Christian Norgaard,31,Denmark,Defensive_Midfielder,Arsenal FC,PremierLeague,UEFA,178.8,MF,77,52,60,70,69,76,78,christiannorgaard_DEN
Christian Ordonez,21,Argentina,Central_Midfielder,Parma Calcio 1913,Serie_A,CONMEBOL,113.8,MF,70,83,45,64,67,65,73,christianordonez_ARG
Christian Pulisic,26,United States,Right_Winger,AC Milan,Serie_A,CONCACAF,812.5,FW,83,88,82,78,86,37,63,christianpulisic_UNI
Christian Ramirez,34,United States,Striker,Los Angeles Galaxy,MLS,CONCACAF,6.5,FW,68,60,68,55,65,30,73,christianramirez_UNI
Christian Witzig,24,Switzerland,Side_Midfielder,FC St. Gallen 1879,Swiss_SuperLeague,UEFA,81.2,MF,71,68,62,71,71,62,69,christianwitzig_SWI
Christoph Baumgartner,25,Austria,Attacking_Midfielder,RB Leipzig,Bundesliga,UEFA,195.0,MF,80,77,74,74,82,47,60,christophbaumgartner_AUS
Christopher Operi,28,Cote d'Ivoire,Left_Back,Basaksehir FK,SuperLig,CAF,61.8,DF,74,77,61,69,72,68,71,christopheroperi_COT
Christopher Trimmel,38,Austria,Right_Back,1.FC Union Berlin,Bundesliga,UEFA,9.8,DF,75,69,65,74,68,74,79,christophertrimmel_AUS
Christopher Wooh,23,Cameroon,Centre_Back,Stade Rennais FC,Ligue1,CAF,97.5,DF,74,68,45,57,62,73,76,christopherwooh_CAM
Christos Mandas,23,Greece,Goalkeeper,SS Lazio,Serie_A,UEFA,162.5,GK,72,75,70,71,78,23,69,christosmandas_GRE
Christos Mouzakitis,18,Greece,Central_Midfielder,Olympiacos Piraeus,SuperLeague1,UEFA,195.0,MF,63,67,54,64,70,51,52,christosmouzakitis_GRE
Chris Wood,33,New Zealand,Striker,Nottingham Forest,PremierLeague,OFC,162.5,FW,76,49,78,61,68,40,79,chriswood_NEW
Chuba Akpom,29,England,Striker,Ajax Amsterdam,Eredivisie,UEFA,113.8,FW,76,77,75,59,71,32,74,chubaakpom_ENG
Chukwubuikem Ikwuemesi,23,Nigeria,Striker,Oud-Heverlee Leuven,Jupiler_ProLeague,CAF,32.5,FW,69,76,68,60,68,37,73,chukwubuikemikwuemesi_NIG
Ciro Immobile,35,Italy,Striker,Bologna FC 1909,Serie_A,UEFA,35.8,FW,82,82,83,67,78,39,73,ciroimmobile_ITA
CJ dos Santos,24,United States,Goalkeeper,San Diego FC,MLS,CONCACAF,13.0,GK,61,60,61,58,64,27,59,cjdossantos_UNI
CJ Egan-Riley,22,England,Centre_Back,Olympique Marseille,Ligue1,UEFA,260.0,DF,66,67,32,56,60,66,72,cjegan-riley_ENG
Claudio Aquino,34,Argentina,Attacking_Midfielder,CSD Colo-Colo,Primera_División,CONMEBOL,24.4,MF,75,75,75,75,78,45,72,claudioaquino_ARG
Claudio Echeverri,19,Argentina,Attacking_Midfielder,Manchester City,PremierLeague,CONMEBOL,292.5,MF,71,87,62,67,79,35,44,claudioecheverri_ARG
Claudio Ramos,33,Portugal,Goalkeeper,FC Porto,Liga_Portugal,UEFA,19.5,GK,73,78,72,64,72,55,72,claudioramos_POR
Clayton,26,Brazil,Striker,Rio Ave FC,Liga_Portugal,CONMEBOL,81.2,FW,71,71,74,61,65,24,70,clayton_BRA
Clayton Lewis,28,New Zealand,Central_Midfielder,Macarthur FC,A_League,OFC,1.6,MF,68,70,58,69,68,61,76,claytonlewis_NEW
Clement Akpa,23,Cote d'Ivoire,Centre_Back,AJ Auxerre,Ligue1,CAF,81.2,DF,65,68,41,52,62,62,60,clementakpa_COT
Clement Lenglet,30,France,Centre_Back,Atlético de Madrid,LaLiga,UEFA,121.9,DF,76,54,45,69,64,77,74,clementlenglet_FRA
Clinton Mata,32,Angola,Centre_Back,Olympique Lyon,Ligue1,CAF,56.9,DF,76,78,61,68,73,74,77,clintonmata_ANG
Cody Gakpo,26,Netherlands,Left_Winger,Liverpool FC,PremierLeague,UEFA,1137.5,FW,83,82,83,78,83,48,75,codygakpo_NET
Cole Bassett,23,United States,Attacking_Midfielder,Colorado Rapids,MLS,CONCACAF,65.0,MF,70,68,62,67,69,59,65,colebassett_UNI
Cole Palmer,23,England,Attacking_Midfielder,Chelsea FC,PremierLeague,UEFA,1950.0,MF,85,75,82,83,86,50,66,colepalmer_ENG
Colin Coosemans,32,Belgium,Goalkeeper,RSC Anderlecht,Jupiler_ProLeague,UEFA,24.4,GK,66,67,63,69,66,44,68,colincoosemans_BEL
Connor Barron,22,Scotland,Central_Midfielder,Rangers FC,Scottish_Premiership,UEFA,40.6,MF,71,69,60,71,68,67,75,connorbarron_SCO
Connor Metcalfe,25,Australia,Central_Midfielder,FC St. Pauli,Bundesliga,AFC,40.6,MF,69,76,60,66,70,62,76,connormetcalfe_AUS
Conor Bradley,22,Northern Ireland,Right_Back,Liverpool FC,PremierLeague,UEFA,487.5,DF,75,82,59,66,73,70,72,conorbradley_NOR
Conor Gallagher,25,England,Central_Midfielder,Atlético de Madrid,LaLiga,UEFA,650.0,MF,81,73,75,78,78,77,81,conorgallagher_ENG
Conrad Harder,20,Denmark,Striker,Sporting CP,Liga_Portugal,UEFA,390.0,FW,62,74,61,47,63,23,60,conradharder_DEN
Corentin Tolisso,30,France,Central_Midfielder,Olympique Lyon,Ligue1,UEFA,195.0,MF,76,55,76,74,73,74,73,corentintolisso_FRA
Corey Baird,29,United States,Striker,FC Cincinnati,MLS,CONCACAF,19.5,FW,66,77,64,57,63,32,69,coreybaird_UNI
Corey Hollman,21,Australia,Defensive_Midfielder,Sydney FC,A_League,AFC,6.5,MF,60,71,50,58,63,53,60,coreyhollman_AUS
Corsin Konietzke,19,Switzerland,Defensive_Midfielder,FC St. Gallen 1879,Swiss_SuperLeague,UEFA,32.5,MF,59,64,35,53,55,56,65,corsinkonietzke_SWI
Couhaib Driouech,23,Morocco,Left_Winger,PSV Eindhoven,Eredivisie,CAF,65.0,FW,70,93,59,57,73,26,67,couhaibdriouech_MOR
Craig Dawson,35,England,Centre_Back,Wolverhampton Wanderers,PremierLeague,UEFA,24.4,DF,77,34,47,62,54,79,75,craigdawson_ENG
Cristhian Stuani,38,Uruguay,Striker,Girona FC,LaLiga,CONMEBOL,16.2,FW,76,66,79,69,70,48,84,cristhianstuani_URU
Cristian Arango,30,Colombia,Striker,San Jose Earthquakes,MLS,CONMEBOL,121.9,FW,78,75,79,71,77,36,74,cristianarango_COL
Cristian Medina,23,Argentina,Central_Midfielder,Club Estudiantes de La Plata,Liga_Profesional,CONMEBOL,130.0,MF,75,75,64,72,79,69,69,cristianmedina_ARG
Cristian Olivera,23,Uruguay,Right_Winger,Grêmio Foot-Ball Porto Alegrense,Brasileiro_SerieA,CONMEBOL,97.5,FW,71,85,65,62,76,36,48,cristianolivera_URU
Cristiano Ronaldo,40,Portugal,Striker,Al-Nassr FC,Saudi_ProLeague,UEFA,195.0,FW,86,77,88,77,80,34,77,cristianoronaldo_POR
Cristian Roldan,30,United States,Central_Midfielder,Seattle Sounders FC,MLS,CONCACAF,65.0,MF,73,77,65,68,72,72,79,cristianroldan_UNI
Cristian Romero,27,Argentina,Centre_Back,Tottenham Hotspur,PremierLeague,CONMEBOL,812.5,DF,84,68,46,59,66,85,81,cristianromero_ARG
Cristian Volpato,21,Italy,Attacking_Midfielder,US Sassuolo,Serie_A,UEFA,105.6,MF,68,61,64,67,70,39,60,cristianvolpato_ITA
Cristopher Fiermarin,27,Uruguay,Goalkeeper,Deportes Tolima,Liga_Dimayor,CONMEBOL,24.4,GK,71,68,69,66,71,22,72,cristopherfiermarin_URU
Cryzan,29,Brazil,Striker,Shandong Taishan,Chinese_SuperLeague,CONMEBOL,65.0,FW,76,81,76,69,75,25,79,cryzan_BRA
Cucho Hernandez,26,Colombia,Striker,Real Betis Balompié,LaLiga,CONMEBOL,292.5,FW,78,83,77,73,78,42,77,cuchohernandez_COL
Curtis Jones,24,England,Central_Midfielder,Liverpool FC,PremierLeague,UEFA,731.2,MF,79,68,71,75,81,70,75,curtisjones_ENG
Cyle Larin,30,Canada,Striker,RCD Mallorca,LaLiga,CONCACAF,56.9,FW,75,71,75,65,69,28,78,cylelarin_CAN
Cyriel Dessers,30,Nigeria,Striker,Rangers FC,Scottish_Premiership,CAF,65.0,FW,73,69,73,56,68,29,74,cyrieldessers_NIG
Daan Heymans,26,Belgium,Attacking_Midfielder,KRC Genk,Jupiler_ProLeague,UEFA,48.8,MF,67,50,70,66,66,56,68,daanheymans_BEL
Daichi Kamada,28,Japan,Attacking_Midfielder,Crystal Palace,PremierLeague,AFC,195.0,MF,81,79,73,80,83,54,63,daichikamada_JAP
Daiki Hashioka,26,Japan,Right_Back,SK Slavia Prague,Chance_Liga,AFC,29.2,DF,70,70,59,65,68,65,76,daikihashioka_JAP
Daizen Maeda,27,Japan,Left_Winger,Celtic FC,Scottish_Premiership,AFC,243.8,FW,74,93,71,65,75,60,74,daizenmaeda_JAP
Daley Blind,35,Netherlands,Centre_Back,Girona FC,LaLiga,UEFA,24.4,DF,80,36,62,83,77,83,70,daleyblind_NET
Dalton Wilkins,26,New Zealand,Left_Back,Sönderjyske Fodbold,Danish_Superligaen,OFC,2.4,DF,60,70,54,54,61,52,64,daltonwilkins_NEW
Damian Puebla,22,Argentina,Attacking_Midfielder,Instituto ACC,Liga_Profesional,CONMEBOL,48.8,MF,65,69,72,60,68,25,48,damianpuebla_ARG
Damian Szymanski,30,Poland,Defensive_Midfielder,AEK Athens,SuperLeague1,UEFA,56.9,MF,74,70,64,65,68,73,81,damianszymanski_POL
Damion Downs,21,United States,Striker,Southampton FC,Championship,CONCACAF,97.5,FW,65,68,65,51,60,24,58,damiondowns_UNI
Dane Ingham,26,New Zealand,Right_Back,Sabah FC,Other_leagues,OFC,6.5,DF,62,86,47,54,60,52,79,daneingham_NEW
Dani Cardenas,28,Spain,Goalkeeper,Rayo Vallecano,LaLiga,UEFA,29.2,GK,74,74,71,73,77,44,68,danicardenas_SPA
Dani Ceballos,28,Spain,Central_Midfielder,Real Madrid,LaLiga,UEFA,162.5,MF,79,63,70,79,82,70,67,daniceballos_SPA
Daniel Anyembe,27,Kenya,Centre_Back,Viborg FF,Danish_Superligaen,CAF,27.6,DF,66,81,45,60,67,66,69,danielanyembe_KEN
Daniel Bachmann,31,Austria,Goalkeeper,Watford FC,Championship,UEFA,22.8,GK,70,71,68,62,72,45,67,danielbachmann_AUS
Daniel Ballard,25,Northern Ireland,Centre_Back,Sunderland AFC,PremierLeague,UEFA,130.0,DF,73,60,30,53,57,72,81,danielballard_NOR
Daniel Bentley,32,England,Goalkeeper,Wolverhampton Wanderers,PremierLeague,UEFA,24.4,GK,72,73,67,69,73,46,72,danielbentley_ENG
Daniel Bielica,26,Poland,Goalkeeper,NAC Breda,Eredivisie,UEFA,16.2,GK,66,69,65,62,67,38,65,danielbielica_POL
Daniel Braganca,26,Portugal,Central_Midfielder,Sporting CP,Liga_Portugal,UEFA,195.0,MF,77,80,69,76,80,65,61,danielbraganca_POR
Daniel Dos Santos,22,Switzerland,Attacking_Midfielder,FC Lugano,Swiss_SuperLeague,UEFA,19.5,MF,65,65,58,65,65,39,50,danieldossantos_SWI
Daniel Gazdag,29,Hungary,Attacking_Midfielder,Columbus Crew,MLS,UEFA,97.5,MF,75,77,73,68,76,54,72,danielgazdag_HUN
Daniel Hall,26,Australia,Centre_Back,Auckland FC,A_League,AFC,6.5,DF,65,76,24,44,53,63,77,danielhall_AUS
Daniel Iversen,28,Denmark,Goalkeeper,Preston North End,Championship,UEFA,40.6,GK,71,71,70,67,71,45,69,danieliversen_DEN
Daniel Maldini,23,Italy,Attacking_Midfielder,Atalanta BC,Serie_A,UEFA,162.5,MF,71,66,68,70,74,40,50,danielmaldini_ITA
Daniel Munoz,29,Colombia,Right_Back,Crystal Palace,PremierLeague,CONMEBOL,406.2,DF,80,84,66,72,76,75,82,danielmunoz_COL
Daniel Penha,26,Brazil,Attacking_Midfielder,Dalian Yingbo,Chinese_SuperLeague,CONMEBOL,12.2,MF,70,70,66,71,73,33,60,danielpenha_BRA
Daniel Peretz,25,Israel,Goalkeeper,Hamburger SV,Bundesliga,UEFA,48.8,GK,72,74,74,69,73,35,63,danielperetz_ISR
Daniel Podence,29,Portugal,Attacking_Midfielder,Al-Shabab FC,Saudi_ProLeague,UEFA,89.4,MF,78,84,66,71,84,33,49,danielpodence_POR
Daniel Rios,30,Mexico,Striker,Vancouver Whitecaps FC,MLS,CONCACAF,13.0,FW,65,48,68,45,59,26,67,danielrios_MEX
Daniel Schmidt,33,Japan,Goalkeeper,Nagoya Grampus,J1_League,AFC,11.4,GK,70,70,69,69,72,17,66,danielschmidt_JAP
Daniel Wass,36,Denmark,Central_Midfielder,Bröndby IF,Danish_Superligaen,UEFA,10.6,MF,74,69,72,75,74,70,75,danielwass_DEN
Daniel Wilmering,24,Australia,Left_Back,Newcastle United Jets,A_League,AFC,5.7,DF,60,72,44,56,59,53,62,danielwilmering_AUS
Dani Garcia,35,Spain,Central_Midfielder,Olympiacos Piraeus,SuperLeague1,UEFA,14.6,MF,76,47,63,71,70,78,84,danigarcia_SPA
Danijel Aleksic,34,Serbia,Attacking_Midfielder,Konyaspor,SuperLig,UEFA,8.1,MF,72,68,76,72,75,51,74,danijelaleksic_SER
Danilho Doekhi,27,Netherlands,Centre_Back,1.FC Union Berlin,Bundesliga,UEFA,211.2,DF,78,58,42,59,65,78,80,danilhodoekhi_NET
Danilo D'Ambrosio,36,Italy,Centre_Back,AC Monza,Serie_B,UEFA,11.4,DF,75,59,56,66,68,77,72,danilod'ambrosio_ITA
Danilo Pereira,33,Portugal,Centre_Back,Al-Ittihad Club,Saudi_ProLeague,UEFA,73.1,DF,80,50,63,70,70,80,84,danilopereira_POR
Dani Olmo,27,Spain,Attacking_Midfielder,FC Barcelona,LaLiga,UEFA,975.0,MF,84,73,77,82,87,50,57,daniolmo_SPA
Dani Rodriguez,37,Spain,Attacking_Midfielder,RCD Mallorca,LaLiga,UEFA,13.0,MF,76,81,74,75,73,63,69,danirodriguez_SPA
