Identifier,name,nation,club,field,position,OVR,PAC,SHO,PAS,DRI,DEF,PHY
denesdibusz_HUN,Denes Dibusz,Hungary,Ferencvárosi TC,GK,Goalkeeper,78,77,72,74,82,27,77
denilcastillo_ECU,Denil Castillo,Ecuador,FC Midtjylland,MF,Defensive_Midfielder,63,62,34,57,50,60,69
denilmaldonado_HON,Denil Maldonado,Honduras,Univ. Craiova,DF,Centre_Back,67,62,31,43,43,67,74
denisalibec_ROM,Denis Alibec,Romania,Farul Constanța,FW,Striker,70,69,73,68,71,24,78
denisbouanga_GAB,Denis Bouanga,Gabon,LAFC,FW,Left_Winger,80,85,81,74,79,38,79
denisdragus_ROM,Denis Dragus,Romania,Trabzonspor,FW,Striker,71,80,70,56,75,19,71
denisgenreau_AUS,Denis Genreau,Australia,Toulouse FC,MF,Central_Midfielder,70,60,62,68,69,64,68
deniszakaria_SWI,Denis Zakaria,Switzerland,AS Monaco,MF,Defensive_Midfielder,79,80,67,72,76,78,84
denizertas_TUR,Deniz Ertas,Turkey,Konyaspor,GK,Goalkeeper,55,60,52,51,56,23,52
denizhummet_TUR,Deniz Hummet,Turkey,Djurgårdens IF,FW,Striker,67,63,70,54,63,29,76
denizundav_GER,Deniz Undav,Germany,VfB Stuttgart,FW,Striker,81,67,82,75,80,33,78
denniscirkin_ENG,Dennis Cirkin,England,Sunderland,DF,Left_Back,68,77,47,58,65,64,62
dennisseimen_GER,Dennis Seimen,Germany,VfB Stuttgart,GK,Goalkeeper,63,64,58,61,65,40,59
densokasius_NET,Denso Kasius,Netherlands,AZ,DF,Right_Back,66,78,45,62,65,59,65
denzeldumfries_NET,Denzel Dumfries,Netherlands,Lombardia FC,DF,Right_Back,82,83,66,73,74,78,88
derekcornelius_CAN,Derek Cornelius,Canada,OM,DF,Centre_Back,72,68,45,51,57,68,85
derrickkohn_GER,Derrick Kohn,Germany,SV Werder Bremen,DF,Left_Back,75,87,68,71,76,69,75
destinyudogie_ITA,Destiny Udogie,Italy,Spurs,DF,Left_Back,82,88,65,74,80,78,80
devisvasquez_COL,Devis Vasquez,Colombia,Empoli,GK,Goalkeeper,68,67,66,68,71,38,64
devynerensch_NET,Devyne Rensch,Netherlands,Ajax,DF,Right_Back,73,74,56,66,70,72,67
dexterlembikisa_JAM,Dexter Lembikisa,Jamaica,Wolves,DF,Right_Back,65,83,43,55,60,60,60
di'shonbernard_JAM,Di'Shon Bernard,Jamaica,Sheffield Wed,DF,Centre_Back,69,66,40,53,59,67,75
diantramaj_GER,Diant Ramaj,Germany,Ajax,GK,Goalkeeper,73,74,69,81,76,24,72
diegocallai_BRA,Diego Callai,Brazil,Sporting CP,GK,Goalkeeper,69,68,65,66,71,22,71
diegocarlos_BRA,Diego Carlos,Brazil,Aston Villa,DF,Centre_Back,80,63,47,63,67,79,76
diegoconde_SPA,Diego Conde,Spain,Villarreal CF,GK,Goalkeeper,73,73,73,64,74,43,73
diegocoppola_ITA,Diego Coppola,Italy,Hellas Verona,DF,Centre_Back,71,53,40,55,50,73,65
diegogomez_PAR,Diego Gomez,Paraguay,Inter Miami CF,MF,Central_Midfielder,68,75,63,65,69,59,72
diegoluna_UNI,Diego Luna,United States,Real Salt Lake,MF,Side_Midfielder,68,77,59,62,75,42,68
diegorossi_URU,Diego Rossi,Uruguay,Columbus Crew,MF,Attacking_Midfielder,75,88,72,70,77,34,55
dimitarmitov_BUL,Dimitar Mitov,Bulgaria,Aberdeen,GK,Goalkeeper,68,68,65,58,71,61,69
dimitrilavalee_BEL,Dimitri Lavalee,Belgium,SK Sturm Graz,DF,Centre_Back,72,64,29,61,64,71,72
dimitriospelkas_GRE,Dimitrios Pelkas,Greece,Başakşehir,MF,Attacking_Midfielder,72,74,68,72,75,44,60
dimitrybertaud_CON,Dimitry Bertaud,Congo,Montpellier,GK,Goalkeeper,73,73,69,72,75,53,72
dinkohorkas_CRO,Dinko Horkas,Croatia,UD Las Palmas,GK,Goalkeeper,64,64,61,61,66,48,62
diogocosta_POR,Diogo Costa,Portugal,FC Porto,GK,Goalkeeper,84,83,78,82,86,35,83
diogodalot_POR,Diogo Dalot,Portugal,Man Utd,DF,Right_Back,82,85,63,77,80,79,79
diogoleite_POR,Diogo Leite,Portugal,Union Berlin,DF,Centre_Back,75,55,38,50,61,77,76
diogosousa_POR,Diogo Sousa,Portugal,Bodrum FK,GK,Goalkeeper,66,67,64,60,66,33,65
djaniny_CAB,Djaniny,Cabo Verde,Al Fateh,FW,Striker,70,79,70,66,69,35,74
djedspence_ENG,Djed Spence,England,Spurs,DF,Right_Back,72,86,43,60,74,67,60
djibrilsow_SWI,Djibril Sow,Switzerland,Sevilla FC,MF,Central_Midfielder,78,79,69,75,77,75,78
djordjemihailovic_UNI,Djordje Mihailovic,United States,Colorado Rapids,MF,Attacking_Midfielder,74,71,70,74,74,60,67
dmytroriznyk_UKR,Dmytro Riznyk,Ukraine,Shakhtar Donetsk,GK,Goalkeeper,74,74,66,76,75,48,77
dodilukebakio_BEL,Dodi Lukebakio,Belgium,Sevilla FC,FW,Right_Winger,79,84,78,70,82,31,59
dodo_BRA,Dodo,Brazil,Fiorentina,DF,Right_Back,77,85,59,73,78,71,70
doganalemdar_TUR,Dogan Alemdar,Turkey,Stade Rennais FC,GK,Goalkeeper,70,70,69,69,69,38,71
dogucanhaspolat_TUR,Dogucan Haspolat,Turkey,KVC Westerlo,MF,Defensive_Midfielder,69,65,55,67,68,64,68
domagojvida_CRO,Domagoj Vida,Croatia,AEK Athens,DF,Centre_Back,75,70,41,58,59,77,79
domenicoberardi_ITA,Domenico Berardi,Italy,Sassuolo,FW,Right_Winger,83,79,81,78,85,36,70
dominiccalvert-lewin_ENG,Dominic Calvert-Lewin,England,Everton,FW,Striker,77,75,74,63,73,39,76
dominicsolanke_ENG,Dominic Solanke,England,Spurs,FW,Striker,81,75,81,66,78,29,83
dominikbaumgartner_AUS,Dominik Baumgartner,Austria,Wolfsberger AC,DF,Centre_Back,71,70,35,53,52,71,77
dominikfitz_AUS,Dominik Fitz,Austria,FK Austria Wien,MF,Attacking_Midfielder,71,76,68,73,70,33,58
dominikgreif_SLO,Dominik Greif,Slovakia,RCD Mallorca,GK,Goalkeeper,70,69,70,74,68,18,69
dominikkotarski_CRO,Dominik Kotarski,Croatia,PAOK FC,GK,Goalkeeper,76,78,72,76,79,39,73
dominiklivakovic_CRO,Dominik Livakovic,Croatia,Fenerbahçe,GK,Goalkeeper,80,80,76,71,83,56,80
dominikreimann_GER,Dominik Reimann,Germany,Magdeburg,GK,Goalkeeper,68,68,66,73,68,45,70
dominikschmid_SWI,Dominik Schmid,Switzerland,FC Basel 1893,DF,Left_Back,69,77,56,70,66,60,71
dominikszoboszlai_HUN,Dominik Szoboszlai,Hungary,Liverpool,MF,Attacking_Midfielder,81,82,80,84,80,59,70
donatrrudhani_KOS,Donat Rrudhani,Kosovo,FC Luzern,MF,Side_Midfielder,68,75,68,62,69,36,70
dorgelesnene_MAL,Dorgeles Nene,Mali,RB Salzburg,FW,Striker,68,85,71,61,73,37,55
douglasaugusto_BRA,Douglas Augusto,Brazil,FC Nantes,MF,Central_Midfielder,75,72,69,70,72,73,80
douglasluiz_BRA,Douglas Luiz,Brazil,Juventus,MF,Central_Midfielder,83,66,78,85,80,75,76
drakecallender_UNI,Drake Callender,United States,Inter Miami CF,GK,Goalkeeper,70,71,68,63,76,25,66
duckensnazon_HAI,Duckens Nazon,Haiti,Kayserispor,FW,Striker,68,76,68,51,67,24,63
dujonsterling_ENG,Dujon Sterling,England,Rangers,DF,Left_Back,73,75,51,67,70,71,74
duncanmcguire_UNI,Duncan McGuire,United States,Orlando City,FW,Striker,67,65,64,43,60,25,67
dusanvlahovic_SER,Dusan Vlahovic,Serbia,Juventus,FW,Striker,84,78,84,69,79,29,83
duvanzapata_COL,Duvan Zapata,Colombia,Torino,FW,Striker,83,73,82,64,78,35,88
dylanlevitt_WAL,Dylan Levitt,Wales,Hibernian,MF,Central_Midfielder,68,63,66,68,69,59,63
dylannealis_UNI,Dylan Nealis,United States,Red Bulls,DF,Right_Back,64,72,40,46,56,64,68
dylanvente_SUR,Dylan Vente,Suriname,PEC Zwolle,FW,Striker,68,74,68,55,66,27,57
dzenanpejcinovic_GER,Dzenan Pejcinovic,Germany,Düsseldorf,FW,Striker,61,58,60,52,61,24,59
ebenezerakinsanmiro_NIG,Ebenezer Akinsanmiro,Nigeria,Sampdoria,MF,Central_Midfielder,67,76,67,67,70,61,72
eberechieze_ENG,Eberechi Eze,England,Crystal Palace,MF,Attacking_Midfielder,81,78,81,78,84,49,69
ebrimacolley_GAM,Ebrima Colley,Gambia,BSC Young Boys,FW,Right_Winger,68,83,62,59,71,27,54
eddienketiah_ENG,Eddie Nketiah,England,Crystal Palace,FW,Striker,76,79,74,58,78,25,66
edenkarzev_ISR,Eden Karzev,Israel,SZ Peng City,MF,Defensive_Midfielder,69,68,65,63,67,67,72
edermilitao_BRA,Eder Militao,Brazil,Real Madrid,DF,Centre_Back,85,85,50,69,71,85,82
edindzeko_BOS,Edin Dzeko,Bosnia-Herzegovina,Fenerbahçe,FW,Striker,82,57,82,73,76,45,76
edinsoncavani_URU,Edinson Cavani,Uruguay,Boca Juniors,FW,Striker,77,52,80,68,71,51,71
edmondtapsoba_BUR,Edmond Tapsoba,Burkina Faso,Leverkusen,DF,Centre_Back,83,75,54,68,70,85,79
edokayembe_CON,Edo Kayembe,Congo,Watford,MF,Defensive_Midfielder,71,72,63,67,68,67,78
edouardmendy_SEN,Edouard Mendy,Senegal,Al Ahli,GK,Goalkeeper,80,78,77,75,81,34,79
edsonalvarez_MEX,Edson Alvarez,Mexico,West Ham,MF,Defensive_Midfielder,81,66,58,69,72,83,87
eduardlowen_GER,Eduard Lowen,Germany,St. Louis CITY SC,MF,Central_Midfielder,75,66,70,74,72,70,82
eduardocamavinga_FRA,Eduardo Camavinga,France,Real Madrid,MF,Central_Midfielder,83,80,67,81,84,78,80
eduardoquaresma_POR,Eduardo Quaresma,Portugal,Sporting CP,DF,Centre_Back,76,78,36,64,74,76,74
eduardosalvio_ARG,Eduardo Salvio,Argentina,Lanús,FW,Right_Winger,75,77,72,72,79,54,66
edvinasgertmonas_LIT,Edvinas Gertmonas,Lithuania,FC Univ. Cluj,GK,Goalkeeper,66,67,64,56,67,51,66
edvinaustbo_NOR,Edvin Austbo,Norway,Viking FK,FW,Left_Winger,59,73,58,50,62,23,44
edwardchilufya_ZAM,Edward Chilufya,Zambia,FC Midtjylland,FW,Striker,66,91,67,59,74,30,57
edwincerrillo_UNI,Edwin Cerrillo,United States,LA Galaxy,MF,Defensive_Midfielder,67,63,46,60,63,63,71
egilselvik_NOR,Egil Selvik,Norway,FK Haugesund,GK,Goalkeeper,69,69,68,66,69,19,68
eirancashin_IRE,Eiran Cashin,Ireland,Derby County,DF,Centre_Back,71,58,35,56,60,69,81
elbilaltoure_MAL,El Bilal Toure,Mali,VfB Stuttgart,FW,Striker,72,71,72,61,71,23,63
elchadaillebitshiabu_FRA,El Chadaille Bitshiabu,France,RB Leipzig,DF,Centre_Back,68,57,36,54,50,66,76
eldorshomurodov_UZB,Eldor Shomurodov,Uzbekistan,AS Roma,FW,Striker,72,76,70,64,73,39,66
eliacaprile_ITA,Elia Caprile,Italy,SSC Napoli,GK,Goalkeeper,74,72,72,72,77,48,74
elianirala_ARG,Elian Irala,Argentina,San Lorenzo,MF,Defensive_Midfielder,67,72,51,59,64,65,62
eliasachouri_TUN,Elias Achouri,Tunisia,F.C. København,FW,Left_Winger,73,86,66,66,75,30,56
eliasbaum_GER,Elias Baum,Germany,SV Elversberg,DF,Right_Back,61,68,40,53,63,57,57
eliasjelert_DEN,Elias Jelert,Denmark,Galatasaray,DF,Right_Back,73,85,57,68,73,66,73
eliasmaromarsson_ICE,Elias Mar Omarsson,Iceland,NAC Breda,FW,Striker,64,85,60,53,66,37,71
eliassaad_TUN,Elias Saad,Tunisia,FC St. Pauli,FW,Left_Winger,71,74,65,65,77,33,56
eliezermayenda_SPA,Eliezer Mayenda,Spain,Sunderland,FW,Striker,60,53,60,54,61,29,59
elijuniorkroupi_FRA,Eli Junior Kroupi,France,FC Lorient,FW,Striker,68,71,67,66,74,45,54
elisbishesari_SWE,Elis Bishesari,Sweden,IFK Göteborg,GK,Goalkeeper,62,64,61,66,63,27,61
elishaowusu_GHA,Elisha Owusu,Ghana,AJ Auxerre,MF,Defensive_Midfielder,71,60,53,64,68,67,69
elliotanderson_ENG,Elliot Anderson,England,Nott'm Forest,MF,Central_Midfielder,75,72,66,72,79,69,77
ellissimms_ENG,Ellis Simms,England,Coventry City,FW,Striker,71,74,71,53,66,34,77
ellyesskhiri_TUN,Ellyes Skhiri,Tunisia,Frankfurt,MF,Defensive_Midfielder,81,60,73,74,75,80,76
elyewahi_FRA,Elye Wahi,France,OM,FW,Striker,77,84,79,67,79,31,67
emanuelaiwu_AUS,Emanuel Aiwu,Austria,SK Sturm Graz,DF,Centre_Back,66,70,42,51,56,63,76
emanuelemegha_NET,Emanuel Emegha,Netherlands,Strasbourg,FW,Striker,73,81,71,56,69,30,74
emerson_ITA,Emerson,Italy,West Ham,DF,Left_Back,78,79,63,75,78,73,65
emersonroyal_BRA,Emerson Royal,Brazil,Milano FC,DF,Right_Back,76,70,62,70,73,74,77
emilesmithrowe_ENG,Emile Smith Rowe,England,Fulham,MF,Side_Midfielder,77,76,71,74,80,43,61
emilianobuendia_ARG,Emiliano Buendia,Argentina,Aston Villa,MF,Side_Midfielder,78,69,74,80,82,66,66
emilianomartinez_ARG,Emiliano Martinez,Argentina,Aston Villa,GK,Goalkeeper,87,84,82,83,86,56,87
emilianomartinez_URU,Emiliano Martinez,Uruguay,FC Midtjylland,MF,Defensive_Midfielder,73,73,56,63,71,71,70
emilriis_DEN,Emil Riis,Denmark,Preston,FW,Striker,71,73,73,54,67,28,71
eminbayram_TUR,Emin Bayram,Turkey,KVC Westerlo,DF,Centre_Back,70,63,40,59,69,71,70
emirhantopcu_TUR,Emirhan Topcu,Turkey,Beşiktaş,DF,Centre_Back,69,55,33,54,63,69,70
emmanuelagbadou_COT,Emmanuel Agbadou,Cote d'Ivoire,Stade de Reims,DF,Centre_Back,77,63,47,55,60,76,83
emmanuelagyemang_GHA,Emmanuel Agyemang,Ghana,Wolfsberger AC,MF,Attacking_Midfielder,52,61,44,50,59,32,51
emmanuelbiumla_FRA,Emmanuel Biumla,France,Angers SCO,DF,Centre_Back,63,56,44,52,55,65,64
emmanuellattelath_COT,Emmanuel Latte Lath,Cote d'Ivoire,Middlesbrough,FW,Striker,71,91,69,59,73,37,65
emmanuellongelo_ENG,Emmanuel Longelo,England,Cambridge Utd,DF,Left_Back,65,81,52,60,64,57,60
endrick_BRA,Endrick,Brazil,Real Madrid,FW,Striker,77,89,76,61,78,30,64
eneamihaj_ALB,Enea Mihaj,Albania,FC Famalicão,DF,Centre_Back,70,61,42,50,49,72,71
enesunal_TUR,Enes Unal,Turkey,AFC Bournemouth,FW,Striker,78,67,80,68,77,40,80
enisbardhi_NOR,Enis Bardhi,North Macedonia,Trabzonspor,MF,Attacking_Midfielder,76,71,77,77,78,58,53
enisdestan_TUR,Enis Destan,Turkey,Trabzonspor,FW,Striker,67,68,66,62,65,48,70
enricllansana_NET,Enric Llansana,Netherlands,Go Ahead Eagles,MF,Defensive_Midfielder,66,57,48,62,64,61,68
ensogonzalez_PAR,Enso Gonzalez,Paraguay,Wolves,FW,Left_Winger,63,81,52,58,69,35,40
enzobarrenechea_ARG,Enzo Barrenechea,Argentina,Valencia CF,MF,Defensive_Midfielder,71,57,63,68,71,62,69
enzocopetti_ARG,Enzo Copetti,Argentina,Rosario Central,FW,Striker,71,79,68,63,68,49,78
enzofernandez_ARG,Enzo Fernandez,Argentina,Chelsea,MF,Central_Midfielder,82,69,73,82,80,73,77
enzolefee_FRA,Enzo Le Fee,France,AS Roma,MF,Central_Midfielder,77,63,57,78,80,62,57
enzomillot_FRA,Enzo Millot,France,VfB Stuttgart,MF,Attacking_Midfielder,77,75,69,74,81,61,57
ercankara_AUS,Ercan Kara,Austria,Samsunspor,FW,Striker,69,73,70,51,62,27,85
erenelmali_TUR,Eren Elmali,Turkey,Trabzonspor,DF,Left_Back,71,80,40,62,69,66,75
ericbailly_COT,Eric Bailly,Cote d'Ivoire,Villarreal CF,DF,Centre_Back,76,68,42,59,66,76,71
ericdier_ENG,Eric Dier,England,FC Bayern München,DF,Centre_Back,80,58,63,70,63,81,81
ericgarcia_SPA,Eric Garcia,Spain,FC Barcelona,DF,Centre_Back,78,62,44,70,70,80,71
erick_BRA,Erick,Brazil,Cercle Brugge,MF,Defensive_Midfielder,60,67,37,58,59,58,56
erickahl_SWE,Eric Kahl,Sweden,AGF,DF,Left_Back,67,85,53,61,64,61,71
erik_UNI,Erik,United Arab Emirates,Al Ain FC,DF,Left_Back,73,85,51,69,74,65,74
eriklamela_ARG,Erik Lamela,Argentina,AEK Athens,FW,Right_Winger,79,76,77,78,82,54,68
erikpalmer-brown_UNI,Erik Palmer-Brown,United States,Panathinaikos,DF,Centre_Back,69,62,30,51,52,69,74
erlinghaaland_NOR,Erling Haaland,Norway,Manchester City,FW,Striker,91,88,92,70,81,45,88
ermedindemirovic_BOS,Ermedin Demirovic,Bosnia-Herzegovina,VfB Stuttgart,FW,Striker,79,69,81,72,77,41,79
erminbicakcic_BOS,Ermin Bicakcic,Bosnia-Herzegovina,Braunschweig,DF,Centre_Back,72,54,37,49,47,71,76
ernestnuamah_GHA,Ernest Nuamah,Ghana,OL,FW,Right_Winger,74,85,67,63,79,24,62
ernestpoku_NET,Ernest Poku,Netherlands,AZ,FW,Right_Winger,67,92,60,56,72,29,60
ersindestanoglu_TUR,Ersin Destanoglu,Turkey,Beşiktaş,GK,Goalkeeper,73,73,74,68,73,38,74
erykwilliamson_UNI,Eryk Williamson,United States,Portland Timbers,MF,Defensive_Midfielder,69,74,58,67,71,64,71
estersokler_SLO,Ester Sokler,Slovenia,Aberdeen,FW,Striker,67,80,64,54,65,40,63
ethanalagich_AUS,Ethan Alagich,Australia,Adelaide United,MF,Defensive_Midfielder,60,66,49,57,59,55,63
ethanampadu_WAL,Ethan Ampadu,Wales,Leeds United,DF,Centre_Back,75,68,51,64,69,76,77
ethanhorvath_UNI,Ethan Horvath,United States,Cardiff City,GK,Goalkeeper,72,77,68,66,76,48,67
ethanmbappe_FRA,Ethan Mbappe,France,LOSC Lille,MF,Central_Midfielder,63,61,54,65,65,57,49
ethanpinnock_JAM,Ethan Pinnock,Jamaica,Brentford,DF,Centre_Back,79,67,36,56,61,81,83
etiennevaessen_SUR,Etienne Vaessen,Suriname,FC Groningen,GK,Goalkeeper,71,71,69,66,75,63,71
etienneyoutekinkoue_FRA,Etienne Youte Kinkoue,France,Havre AC,DF,Centre_Back,72,61,31,50,48,70,78
evander_BRA,Evander,Brazil,Portland Timbers,MF,Attacking_Midfielder,77,72,73,77,80,66,70
evanferguson_IRE,Evan Ferguson,Ireland,Brighton,FW,Striker,74,72,76,60,71,20,70
evanilson_BRA,Evanilson,Brazil,AFC Bournemouth,FW,Striker,80,76,78,65,78,37,80
evanndicka_COT,Evan Ndicka,Cote d'Ivoire,AS Roma,DF,Centre_Back,77,74,53,68,69,77,77
evannguessand_COT,Evann Guessand,Cote d'Ivoire,OGC Nice,FW,Striker,74,80,72,56,70,27,70
everbanega_ARG,Ever Banega,Argentina,Newell's,MF,Central_Midfielder,79,52,73,81,78,73,73
ewanwilson_SCO,Ewan Wilson,Scotland,Motherwell,DF,Left_Back,52,66,29,36,49,49,59
exequielpalacios_ARG,Exequiel Palacios,Argentina,Leverkusen,MF,Central_Midfielder,84,69,76,79,82,82,73
ezechielbanzuzi_NET,Ezechiel Banzuzi,Netherlands,OH Leuven,MF,Central_Midfielder,67,67,61,62,64,59,71
ezequielcenturion_ARG,Ezequiel Centurion,Argentina,Ind. Rivadavia,GK,Goalkeeper,70,72,66,65,69,52,70
ezequielfernandez_ARG,Ezequiel Fernandez,Argentina,Al Qadisiyah,MF,Defensive_Midfielder,73,68,47,66,72,69,78
ezequielham_SYR,Ezequiel Ham,Syria,Ind. Rivadavia,MF,Central_Midfielder,60,67,53,59,62,54,67
ezequielponce_ARG,Ezequiel Ponce,Argentina,Houston Dynamo,FW,Striker,75,75,75,61,73,38,75
ezgjanalioski_NOR,Ezgjan Alioski,North Macedonia,Al Ahli,DF,Left_Back,70,73,71,70,72,64,71
ezrikonsa_ENG,Ezri Konsa,England,Aston Villa,DF,Centre_Back,81,76,48,71,76,83,78
fabiandekeijzer_NET,Fabian de Keijzer,Netherlands,Heracles Almelo,GK,Goalkeeper,67,67,63,67,69,31,66
fabianruiz_SPA,Fabian Ruiz,Spain,Paris SG,MF,Central_Midfielder,82,54,76,80,80,75,72
fabinho_BRA,Fabinho,Brazil,Al Ittihad,MF,Defensive_Midfielder,82,58,69,78,77,80,82
fabioabreu_ANG,Fabio Abreu,Angola,Beijing FC,FW,Striker,73,78,73,55,69,26,76
fabioborini_ITA,Fabio Borini,Italy,Sampdoria,FW,Left_Winger,75,72,75,72,76,46,71
fabiocarvalho_POR,Fabio Carvalho,Portugal,Brentford,MF,Attacking_Midfielder,74,77,68,68,77,45,51
fabiomiretti_ITA,Fabio Miretti,Italy,Genoa,MF,Central_Midfielder,74,75,60,75,76,66,70
fabiosilva_POR,Fabio Silva,Portugal,UD Las Palmas,FW,Striker,73,74,73,58,74,31,72
fabiovieira_POR,Fabio Vieira,Portugal,FC Porto,MF,Attacking_Midfielder,77,71,72,78,78,51,53
facundoaltamirano_ARG,Facundo Altamirano,Argentina,San Lorenzo,GK,Goalkeeper,72,71,68,70,74,45,70
facundobuonanotte_ARG,Facundo Buonanotte,Argentina,Leicester City,MF,Side_Midfielder,73,75,67,70,76,30,52
facundocambeses_ARG,Facundo Cambeses,Argentina,Racing Club,GK,Goalkeeper,71,73,67,62,75,52,69
facundocolidio_ARG,Facundo Colidio,Argentina,River Plate,FW,Striker,74,80,71,67,79,43,69
facundomedina_ARG,Facundo Medina,Argentina,RC Lens,DF,Centre_Back,80,73,36,69,72,80,79
facundosanguinetti_ARG,Facundo Sanguinetti,Argentina,Banfield,GK,Goalkeeper,60,60,54,56,63,27,58
falloufall_SEN,Fallou Fall,Senegal,Fredrikstad FK,DF,Centre_Back,59,48,28,45,47,59,61
fareschaibi_ALG,Fares Chaibi,Algeria,Frankfurt,MF,Attacking_Midfielder,77,75,70,77,77,68,73
fashionsakala_ZAM,Fashion Sakala,Zambia,Al Fayha,FW,Striker,76,91,76,63,75,32,66
feddeleysen_BEL,Fedde Leysen,Belgium,R. Union St.-G.,DF,Centre_Back,65,54,38,50,49,65,69
federicochiesa_ITA,Federico Chiesa,Italy,Liverpool,FW,Right_Winger,84,93,83,76,86,52,75
federicodimarco_ITA,Federico Dimarco,Italy,Lombardia FC,DF,Left_Back,84,80,77,84,83,78,81
federicogatti_ITA,Federico Gatti,Italy,Juventus,DF,Centre_Back,78,75,37,51,61,80,76
federicoravaglia_ITA,Federico Ravaglia,Italy,Bologna,GK,Goalkeeper,70,72,67,67,75,37,69
federicoredondo_ARG,Federico Redondo,Argentina,Inter Miami CF,MF,Central_Midfielder,74,72,62,70,74,71,77
federicovalverde_URU,Federico Valverde,Uruguay,Real Madrid,MF,Central_Midfielder,88,88,82,84,84,80,84
fedorchalov_RUS,Fedor Chalov,Russia,PAOK FC,FW,Striker,75,76,75,70,74,33,63
felipesilva_BRA,Felipe Silva,Brazil,Rongcheng FC,FW,Striker,73,75,71,59,68,28,85
felipezenobio_ARG,Felipe Zenobio,Argentina,Tigre,GK,Goalkeeper,61,61,59,60,60,30,60
felixlemarechal_FRA,Felix Lemarechal,France,Strasbourg,MF,Attacking_Midfielder,71,65,57,73,72,61,68
felixnmecha_GER,Felix Nmecha,Germany,Borussia Dortmund,MF,Central_Midfielder,77,80,69,71,80,75,81
felixuduokhai_GER,Felix Uduokhai,Germany,Beşiktaş,DF,Centre_Back,75,62,39,53,59,76,75
ferdikadioglu_TUR,Ferdi Kadioglu,Turkey,Brighton,DF,Left_Back,81,88,65,75,85,75,76
ferlandmendy_FRA,Ferland Mendy,France,Real Madrid,DF,Left_Back,84,89,64,76,76,81,85
fernandodepaul_CHI,Fernando De Paul,Chile,Colo-Colo,GK,Goalkeeper,71,72,64,65,73,40,70
fernandomuslera_URU,Fernando Muslera,Uruguay,Galatasaray,GK,Goalkeeper,81,81,81,71,80,35,82
ferrantorres_SPA,Ferran Torres,Spain,FC Barcelona,FW,Left_Winger,80,84,78,76,81,35,68
festyebosele_IRE,Festy Ebosele,Ireland,Watford,DF,Right_Back,69,90,45,58,73,62,74
fikayotomori_ENG,Fikayo Tomori,England,Milano FC,DF,Centre_Back,83,84,40,60,68,85,80
filipbundgaard_DEN,Filip Bundgaard,Denmark,Brøndby IF,FW,Striker,67,74,68,64,73,38,59
filipjorgensen_DEN,Filip Jorgensen,Denmark,Chelsea,GK,Goalkeeper,77,75,76,77,77,41,78
filipkurto_POL,Filip Kurto,Poland,Macarthur FC,GK,Goalkeeper,68,67,65,60,71,49,66
filipstankovic_SER,Filip Stankovic,Serbia,Venezia,GK,Goalkeeper,70,69,68,66,75,50,68
filipugrinic_SWI,Filip Ugrinic,Switzerland,BSC Young Boys,MF,Attacking_Midfielder,74,77,72,74,75,68,84
finnazaz_IRE,Finn Azaz,Ireland,Middlesbrough,MF,Attacking_Midfielder,71,74,67,69,72,57,66
finndahmen_GER,Finn Dahmen,Germany,FC Augsburg,GK,Goalkeeper,74,74,68,76,78,45,72
finnjeltsch_GER,Finn Jeltsch,Germany,1. FC Nürnberg,DF,Centre_Back,65,66,36,51,57,65,69
finnsurman_NEW,Finn Surman,New Zealand,Portland Timbers,DF,Centre_Back,66,64,33,47,52,65,78
finnvanbreemen_NET,Finn van Breemen,Netherlands,FC Basel 1893,DF,Centre_Back,67,59,31,50,55,66,70
fisayodele-bashiru_NIG,Fisayo Dele-Bashiru,Nigeria,Latium,MF,Attacking_Midfielder,70,77,69,62,74,57,78
flavio_BRA,Flavio,Brazil,Al Taawoun,MF,Defensive_Midfielder,71,67,55,64,64,68,75
florentino_POR,Florentino,Portugal,SL Benfica,MF,Defensive_Midfielder,79,55,47,65,73,79,78
florianflecker_AUS,Florian Flecker,Austria,LASK,MF,Side_Midfielder,68,86,61,57,71,57,70
floriankastenmeier_GER,Florian Kastenmeier,Germany,Düsseldorf,GK,Goalkeeper,71,72,65,67,74,26,70
florianlejeune_FRA,Florian Lejeune,France,Rayo Vallecano,DF,Centre_Back,77,48,57,64,65,77,70
florianmuller_GER,Florian Muller,Germany,SC Freiburg,GK,Goalkeeper,72,72,67,71,79,43,68
florianniederlechner_GER,Florian Niederlechner,Germany,Hertha BSC,FW,Striker,70,64,71,61,68,36,78
floriansotoca_FRA,Florian Sotoca,France,RC Lens,FW,Striker,77,73,75,75,73,50,81
florianwirtz_GER,Florian Wirtz,Germany,Leverkusen,MF,Attacking_Midfielder,88,81,78,87,89,50,67
flynndownes_ENG,Flynn Downes,England,Southampton,MF,Defensive_Midfielder,75,64,53,71,73,71,75
folarinbalogun_UNI,Folarin Balogun,United States,AS Monaco,FW,Striker,77,84,77,62,77,23,69
fotisioannidis_GRE,Fotis Ioannidis,Greece,Panathinaikos,FW,Striker,77,75,76,60,76,25,74
franbeltran_SPA,Fran Beltran,Spain,RC Celta,MF,Defensive_Midfielder,78,58,56,77,75,76,66
francescoacerbi_ITA,Francesco Acerbi,Italy,Lombardia FC,DF,Centre_Back,84,60,50,64,65,86,80
franciscoalvarez_ARG,Francisco Alvarez,Argentina,Argentinos Jrs.,DF,Centre_Back,72,64,31,46,57,73,74
