name,position,age,nation,club,value
Lazar Carević,Goalkeeper,26,Montenegro,FC Famalicão,€1.50m
Joël Drommel,Goalkeeper,28,Netherlands,Sparta Rotterdam,€1.50m
Ivan Nevistic,Goalkeeper,26,Croatia,GNK Dinamo Zagreb,€1.50m
Álvaro Montero,Goalkeeper,30,Colombia,CA Vélez Sarsfield,€1.50m
Luca Zidane,Goalkeeper,27,France,Granada CF,€1.50m
Ivan Zlobin,Goalkeeper,28,Russia,FC Famalicão,€1.50m
Florian Kastenmeier,Goalkeeper,28,Germany,Fortuna Düsseldorf,€1.50m
Rodrigo Rey,Goalkeeper,34,Argentina,CA Independiente,€1.50m
Colin Coosemans,Goalkeeper,32,Belgium,RSC Anderlecht,€1.50m
Daniel Bentley,Goalkeeper,32,England,Wolverhampton Wanderers,€1.50m
Nicola Leali,Goalkeeper,32,Italy,Genoa CFC,€1.50m
Jack Butland,Goalkeeper,32,England,Rangers FC,€1.50m
Benjamin Lecomte,Goalkeeper,34,France,Montpellier HSC,€1.50m
Marius Müller,Goalkeeper,32,Germany,VfL Wolfsburg,€1.50m
Neto,Goalkeeper,36,Brazil,AFC Bournemouth,€1.50m
Esteban Andrada,Goalkeeper,34,Argentina,CF Monterrey,€1.50m
Jason Steele,Goalkeeper,34,England,Brighton & Hove Albion,€1.50m
Weverton,Goalkeeper,37,Brazil,Sociedade Esportiva Palmeiras,€1.50m
Roman Bürki,Goalkeeper,34,Switzerland,St. Louis CITY SC,€1.50m
Timothy Fayulu,Goalkeeper,25,DR Congo,FC Sion,€1.40m
Diogo Sousa,Goalkeeper,26,Portugal,Bodrum FK,€1.40m
Aynsley Pears,Goalkeeper,27,England,Blackburn Rovers,€1.40m
Seny Dieng,Goalkeeper,30,Senegal,Middlesbrough FC,€1.40m
Edvinas Gertmonas,Goalkeeper,29,Lithuania,FC Universitatea Cluj,€1.40m
Daniel Bachmann,Goalkeeper,31,Austria,Watford FC,€1.40m
Otto Hindrich,Goalkeeper,22,Romania,CFR Cluj,€1.30m
Noel Törnqvist,Goalkeeper,23,Sweden,Mjällby AIF,€1.30m
El Mehdi Benabid,Goalkeeper,27,Morocco,Wydad Casablanca,€1.30m
Ivan,Goalkeeper,28,Brazil,Sport Club Internacional,€1.30m
Marcos Ledesma,Goalkeeper,28,Argentina,CA Barracas Central,€1.30m
Christian Früchtl,Goalkeeper,25,Germany,US Lecce,€1.30m
Ivan Lucic,Goalkeeper,30,Austria,HNK Hajduk Split,€1.30m
Andreas Hansen,Goalkeeper,29,Denmark,FC Nordsjaelland,€1.30m
Mamour Ndiaye,Goalkeeper,19,Senegal,Sarpsborg 08 FF,€1.20m
Niv Eliasi,Goalkeeper,23,Israel,Hapoel Beer Sheva,€1.20m
Mohamed Koné,Goalkeeper,23,Cote d'Ivoire,Royal Charleroi SC,€1.20m
Fedor Lapoukhov,Goalkeeper,22,Belarus,CSKA Sofia,€1.20m
Thomas Gillier,Goalkeeper,21,Chile,Bologna FC 1909,€1.20m
Ivan Guteša,Goalkeeper,23,Serbia,Red Star Belgrade,€1.20m
Sam Tickle,Goalkeeper,23,England,Wigan Athletic,€1.20m
Strahinja Manojlovic,Goalkeeper,22,Serbia,FK Radnicki Nis,€1.20m
David Volk,Goalkeeper,24,Russia,Dinamo Makhachkala,€1.20m
Hervé Koffi,Goalkeeper,28,Burkina Faso,Angers SCO,€1.20m
Maxime Delanghe,Goalkeeper,24,Belgium,Cercle Brugge ,€1.20m
Jamie Cumming,Goalkeeper,25,England,Oxford United,€1.20m
Arthur Desmas,Goalkeeper,31,France,Without Club,€1.20m
Matevz Vidovsek,Goalkeeper,25,Slovenia,NK Olimpija Ljubljana,€1.20m
Ignacio de Arruabarrena,Goalkeeper,28,Uruguay,Barcelona SC Guayaquil,€1.20m
Lucas Chaves,Goalkeeper,29,Argentina,Panetolikos GFS,€1.20m
Dinko Horkas,Goalkeeper,26,Croatia,UD Las Palmas,€1.20m
Karlo Letica,Goalkeeper,28,Croatia,FC Lausanne-Sport,€1.20m
Lucas Acosta,Goalkeeper,30,Argentina,CA Sarmiento (Junin),€1.20m
Florian Müller,Goalkeeper,27,Germany,SC Freiburg,€1.20m
Rémy Descamps,Goalkeeper,29,France,Olympique Lyon,€1.20m
Tadeu,Goalkeeper,33,Brazil,Goiás EC,€1.20m
Lawrence Ati Zigi,Goalkeeper,28,Ghana,FC St. Gallen 1879,€1.20m
Nordin Jackers,Goalkeeper,27,Belgium,Club Brugge KV,€1.20m
Rubén Yáñez,Goalkeeper,31,Spain,Sporting Gijón,€1.20m
Ethan Horvath,Goalkeeper,30,United States,Cardiff City,€1.20m
Andrea Fulignati,Goalkeeper,30,Italy,US Cremonese,€1.20m
Ilya Pomazun,Goalkeeper,28,Russia,Spartak Moscow,€1.20m
Sergio Rico,Goalkeeper,31,Spain,Al-Gharafa SC,€1.20m
Danny Ward,Goalkeeper,32,Wales,Wrexham AFC,€1.20m
Cláudio Ramos,Goalkeeper,33,Portugal,FC Porto,€1.20m
Andrey Lunev,Goalkeeper,33,Russia,Dynamo Moscow,€1.20m
Everson,Goalkeeper,35,Brazil,Clube Atlético Mineiro,€1.20m
Anthony Lopes,Goalkeeper,34,Portugal,FC Nantes,€1.20m
Simon Mignolet,Goalkeeper,37,Belgium,Club Brugge KV,€1.20m
Deniz Dönmezer,Goalkeeper,16,Türkiye,Adana Demirspor,€1.00m
Onuralp Çevikkan,Goalkeeper,19,Türkiye,Trabzonspor,€1.00m
Pedro Morisco,Goalkeeper,21,Brazil,Coritiba Foot Ball Club,€1.00m
Pablo Lara,Goalkeeper,20,Mexico,UNAM Pumas,€1.00m
Lazar Balevic,Goalkeeper,17,Serbia,FK Napredak Krusevac,€1.00m
Jacopo Seghetti,Goalkeeper,20,Italy,FC Empoli,€1.00m
Filip Sidklev,Goalkeeper,20,Sweden,Aris Thessaloniki,€1.00m
João Carvalho,Goalkeeper,21,Portugal,SC Braga B,€1.00m
Gonçalo Ribeiro,Goalkeeper,19,Portugal,FC Porto B,€1.00m
Mamadou Diop,Goalkeeper,25,Mauritania,Grenoble Foot 38,€1.00m
Alejandro Rodríguez,Goalkeeper,24,Colombia,Deportivo Cali,€1.00m
Deniz Ertaş,Goalkeeper,20,Türkiye,Konyaspor,€1.00m
Diego Callai,Goalkeeper,21,Brazil,Sporting CP B,€1.00m
Adriel,Goalkeeper,24,Brazil,Athletic Club,€1.00m
Theo Sander,Goalkeeper,20,Denmark,Odense Boldklub,€1.00m
Jonathan Sirois,Goalkeeper,24,Canada,CF Montréal,€1.00m
Tomás Ahumada,Goalkeeper,24,Chile,Audax Italiano,€1.00m
Albert Posiadała,Goalkeeper,22,Poland,Molde FK,€1.00m
Tomoki Hayakawa,Goalkeeper,26,Japan,Kashima Antlers,€1.00m
Kewin,Goalkeeper,30,Brazil,Without Club,€1.00m
Nelson Insfrán,Goalkeeper,30,Argentina,Club de Gimnasia y Esgrima La Plata,€1.00m
Mahmoud Gad,Goalkeeper,26,Egypt,El Masry SC,€1.00m
Jan Reichert,Goalkeeper,24,Germany,1.FC Nuremberg,€1.00m
Rodrigo Morínigo,Goalkeeper,26,Paraguay,Club Libertad Asunción,€1.00m
Guido Villar,Goalkeeper,27,Argentina,Independiente del Valle,€1.00m
Josh Griffiths,Goalkeeper,23,England,West Bromwich Albion,€1.00m
Vladislav Torop,Goalkeeper,21,Russia,CSKA Moscow,€1.00m
Brenno,Goalkeeper,26,Brazil,Fortaleza Esporte Clube,€1.00m
Luis Ingolotti,Goalkeeper,25,Argentina,Club de Gimnasia y Esgrima La Plata,€1.00m
Maksim Borisko,Goalkeeper,25,Russia,Baltika Kaliningrad,€1.00m
Balsa Popovic,Goalkeeper,25,Montenegro,OFK Beograd,€1.00m
Daiya Maekawa,Goalkeeper,30,Japan,Vissel Kobe,€1.00m
Jakub Stolarczyk,Goalkeeper,24,Poland,Leicester City,€1.00m
Viljami Sinisalo,Goalkeeper,23,Finland,Celtic FC,€1.00m
Daniel Bielica,Goalkeeper,26,Poland,NAC Breda,€1.00m
Sipho Chaine,Goalkeeper,28,South Africa,Orlando Pirates,€1.00m
Leopold Wahlstedt,Goalkeeper,26,Sweden,Aarhus GF,€1.00m
Ivan Dyulgerov,Goalkeeper,26,Bulgaria,FC Sheriff Tiraspol,€1.00m
Patrik Gunnarsson,Goalkeeper,24,Iceland,KV Kortrijk,€1.00m
Marian Aioani,Goalkeeper,25,Romania,FC Rapid 1923,€1.00m
Lucas França,Goalkeeper,29,Brazil,CD Nacional,€1.00m
Keiller,Goalkeeper,28,Brazil,Ceará Sporting Club,€1.00m
Bailey Peacock-Farrell,Goalkeeper,28,Northern Ireland,Blackpool FC,€1.00m
Caíque França,Goalkeeper,30,Brazil,Sport Club do Recife,€1.00m
Kosei Tani,Goalkeeper,24,Japan,Machida Zelvia,€1.00m
Sergey Volkov,Goalkeeper,30,Russia,Akron Togliatti,€1.00m
Ramiro Macagno,Goalkeeper,28,Argentina,Without Club,€1.00m
Anthony Racioppi,Goalkeeper,26,Switzerland,FC Sion,€1.00m
Steven Benda,Goalkeeper,26,Germany,Fulham FC,€1.00m
Dragan Rosic,Goalkeeper,28,Serbia,FK Vojvodina Novi Sad,€1.00m
Dimitry Bertaud,Goalkeeper,27,DR Congo,Without Club,€1.00m
Facundo Altamirano,Goalkeeper,29,Argentina,CA San Lorenzo de Almagro,€1.00m
Alessandro Plizzari,Goalkeeper,25,Italy,Venezia FC,€1.00m
Salaheddine Chihab,Goalkeeper,32,Morocco,MAS Fès,€1.00m
Julian Krahl,Goalkeeper,25,Germany,1.FC Kaiserslautern,€1.00m
Daniel Naumov,Goalkeeper,27,Bulgaria,Botev Plovdiv,€1.00m
Denis Adamov,Goalkeeper,27,Russia,Zenit St. Petersburg,€1.00m
Cătălin Căbuz,Goalkeeper,29,Romania,FC Hermannstadt,€1.00m
Alen Sherri,Goalkeeper,27,Albania,Frosinone Calcio,€1.00m
Marius Adamonis,Goalkeeper,28,Lithuania,FC Südtirol,€1.00m
Timon Weiner,Goalkeeper,26,Germany,Holstein Kiel,€1.00m
Nicolas Schmid,Goalkeeper,28,Austria,Portsmouth FC,€1.00m
Anthony Mandréa,Goalkeeper,28,Algeria,SM Caen,€1.00m
Ryosuke Kojima,Goalkeeper,28,Japan,Kashiwa Reysol,€1.00m
Samuel Portugal,Goalkeeper,31,Brazil,Al-Okhdood Club,€1.00m
Aarón Escandell,Goalkeeper,29,Spain,Real Oviedo,€1.00m
Rostislav Soldatenko,Goalkeeper,28,Russia,Torpedo Moscow,€1.00m
Andries Noppert,Goalkeeper,31,Netherlands,SC Heerenveen,€1.00m
Dimitar Mitov,Goalkeeper,28,Bulgaria,Aberdeen FC,€1.00m
Brad Collins,Goalkeeper,28,England,Coventry City,€1.00m
Juan Soriano,Goalkeeper,27,Spain,CD Leganés,€1.00m
Alex Palmer,Goalkeeper,28,England,Ipswich Town,€1.00m
Pierluigi Gollini,Goalkeeper,30,Italy,AS Roma,€1.00m
Dominik Reimann,Goalkeeper,28,Germany,1.FC Magdeburg,€1.00m
