Identifier,name,nation,club,field,position,OVR,PAC,SHO,PAS,DRI,DEF,PHY
konstantinostzolakis_GRE,Konstantinos Tzolakis,Greece,Olympiacos FC,GK,Goalkeeper,73,73,71,70,75,49,70
salihucan_TUR,Salih Ucan,Turkey,Beşiktaş,MF,Central_Midfielder,73,57,70,75,74,66,70
matthieuudol_FRA,Matthieu Udol,France,FC Metz,DF,Left_Back,73,72,51,65,72,71,74
lesleyugochukwu_FRA,Lesley Ugochukwu,France,Southampton,MF,Defensive_Midfielder,73,64,57,68,68,72,75
mikaeluhre_DEN,Mikael Uhre,Denmark,Philadelphia,FW,Striker,73,85,71,52,68,37,77
umwonsang_KOR,Um Won Sang,"Korea, South",Ulsan Hyundai,MF,Side_Midfielder,73,93,67,61,75,37,68
jonasurbig_GER,Jonas Urbig,Germany,1. FC Köln,GK,Goalkeeper,73,75,71,68,76,32,75
markuth_GER,Mark Uth,Germany,1. FC Köln,MF,Attacking_Midfielder,73,60,75,73,74,40,62
vallejo_SPA,Vallejo,Spain,Real Madrid,DF,Centre_Back,73,66,42,56,64,74,63
siebevanderheyden_BEL,Siebe Van der Heyden,Belgium,RCD Mallorca,DF,Centre_Back,73,59,34,57,53,74,74
mikevanderhoorn_NET,Mike van der Hoorn,Netherlands,FC Utrecht,DF,Centre_Back,73,54,45,51,47,73,79
matiasvargas_ARG,Matias Vargas,Argentina,Shanghai Port FC,MF,Side_Midfielder,73,86,68,68,75,40,72
gustavovelazquez_PAR,Gustavo Velazquez,Paraguay,Newell's,DF,Centre_Back,73,74,31,47,55,72,78
milosveljkovic_SER,Milos Veljkovic,Serbia,SV Werder Bremen,DF,Centre_Back,73,34,33,53,59,74,74
yariverschaeren_BEL,Yari Verschaeren,Belgium,RSC Anderlecht,MF,Attacking_Midfielder,73,69,68,73,79,44,47
hugovetlesen_NOR,Hugo Vetlesen,Norway,Club Brugge,MF,Defensive_Midfielder,73,81,68,71,77,69,69
brunoxadas_POR,Bruno Xadas,Portugal,Tianjin JMT FC,MF,Attacking_Midfielder,73,76,70,75,74,43,64
diegoviera_PAR,Diego Viera,Paraguay,Libertad,DF,Centre_Back,73,31,27,44,49,74,83
sebastianvilla_COL,Sebastian Villa,Colombia,Ind. Rivadavia,FW,Left_Winger,73,86,71,68,74,32,64
hectorvillalba_PAR,Hector Villalba,Paraguay,Libertad,MF,Side_Midfielder,73,87,71,65,76,45,64
villalibre_SPA,Villalibre,Spain,D. Alavés,FW,Striker,73,74,74,56,70,39,81
villares_SPA,Villares,Spain,RC Deportivo,MF,Central_Midfielder,73,72,67,69,71,70,74
nicolasviola_ITA,Nicolas Viola,Italy,Cagliari,MF,Attacking_Midfielder,73,47,72,78,75,58,61
michelvlap_NET,Michel Vlap,Netherlands,FC Twente,MF,Side_Midfielder,73,66,69,72,73,49,69
tomasvlcek_CZE,Tomas Vlcek,Czech Republic,Slavia Praha,DF,Centre_Back,73,75,39,60,68,73,75
davidvonballmoos_SWI,David von Ballmoos,Switzerland,BSC Young Boys,GK,Goalkeeper,73,73,73,74,72,50,72
conradwallem_NOR,Conrad Wallem,Norway,Slavia Praha,MF,Side_Midfielder,73,80,62,69,74,53,70
marvinwanitzek_GER,Marvin Wanitzek,Germany,Karlsruher SC,MF,Central_Midfielder,73,65,68,76,73,59,69
joelward_ENG,Joel Ward,England,Crystal Palace,DF,Right_Back,73,51,52,68,65,77,68
owenwijndal_NET,Owen Wijndal,Netherlands,Ajax,DF,Left_Back,73,80,54,69,71,67,71
maximilianwittek_GER,Maximilian Wittek,Germany,VfL Bochum 1848,DF,Left_Back,73,74,67,68,72,67,72
lukewoolfenden_ENG,Luke Woolfenden,England,Ipswich,DF,Centre_Back,73,68,35,61,63,72,79
hajiwright_UNI,Haji Wright,United States,Coventry City,FW,Striker,73,82,73,57,69,33,78
gregorywuthrich_SWI,Gregory Wuthrich,Switzerland,SK Sturm Graz,DF,Centre_Back,73,47,35,51,54,72,82
ashleyyoung_ENG,Ashley Young,England,Everton,DF,Right_Back,73,60,64,75,74,72,70
mihazajc_SLO,Miha Zajc,Slovenia,Toulouse FC,MF,Central_Midfielder,73,66,75,74,74,64,64
carloszambrano_PER,Carlos Zambrano,Peru,Alianza Lima,DF,Centre_Back,73,53,48,57,65,73,77
mattiazanotti_ITA,Mattia Zanotti,Italy,FC Lugano,DF,Right_Back,73,78,59,69,72,68,72
anasszaroury_MOR,Anass Zaroury,Morocco,RC Lens,MF,Side_Midfielder,73,84,66,68,76,27,61
exequielzeballos_ARG,Exequiel Zeballos,Argentina,Boca Juniors,MF,Side_Midfielder,73,85,63,66,78,31,49
akimzedadka_ALG,Akim Zedadka,Algeria,LOSC Lille,DF,Right_Back,73,79,55,65,68,67,65
jaroslavzeleny_CZE,Jaroslav Zeleny,Czech Republic,Sparta Praha,DF,Centre_Back,73,74,63,70,72,71,75
ron-robertzieler_GER,Ron-Robert Zieler,Germany,Hannover 96,GK,Goalkeeper,73,71,69,69,74,48,75
lawrenceatizigi_GHA,Lawrence Ati Zigi,Ghana,FC St. Gallen,GK,Goalkeeper,73,74,69,65,75,40,72
davidzima_CZE,David Zima,Czech Republic,Slavia Praha,DF,Centre_Back,73,73,38,54,63,75,75
peterzulj_AUS,Peter Zulj,Austria,Changchun Yatai,MF,Central_Midfielder,73,53,69,73,72,66,75
felixcorreia_POR,Felix Correia,Portugal,Gil Vicente,MF,Side_Midfielder,72,83,66,65,74,33,58
mehdiabeid_ALG,Mehdi Abeid,Algeria,Al Raed,MF,Defensive_Midfielder,72,60,68,69,73,67,72
abdelkabirabqar_MOR,Abdelkabir Abqar,Morocco,D. Alavés,DF,Centre_Back,72,46,31,49,53,74,67
luisabram_PER,Luis Abram,Peru,Atlanta United,DF,Centre_Back,72,66,42,58,60,69,78
gonzaloabrego_ARG,Gonzalo Abrego,Argentina,Godoy Cruz,MF,Central_Midfielder,72,64,60,70,72,65,80
frankacheampong_GHA,Frank Acheampong,Ghana,Henan FC,FW,Striker,72,91,72,67,78,44,77
lautaroacosta_ARG,Lautaro Acosta,Argentina,Lanús,MF,Attacking_Midfielder,72,82,68,70,75,53,60
dapoafolayan_ENG,Dapo Afolayan,England,FC St. Pauli,FW,Right_Winger,72,80,69,65,73,48,71
lucienagoume_FRA,Lucien Agoume,France,Sevilla FC,MF,Central_Midfielder,72,61,54,69,73,69,70
felixagu_GER,Felix Agu,Germany,SV Werder Bremen,DF,Left_Back,72,85,47,60,75,66,62
alfredoaguilar_PAR,Alfredo Aguilar,Paraguay,Sportivo Luqueño,GK,Goalkeeper,72,70,70,71,74,46,71
aikesen_CHI,Ai Kesen,China,Rongcheng FC,FW,Left_Winger,72,80,75,67,74,48,79
akapo_EQU,Akapo,Equatorial Guinea,SJ Earthquakes,DF,Right_Back,72,83,55,61,70,70,74
yunusakgun_TUR,Yunus Akgun,Turkey,Galatasaray,MF,Side_Midfielder,72,88,65,64,76,30,59
marvin_SPA,Marvin,Spain,UD Las Palmas,MF,Side_Midfielder,72,88,61,68,71,60,71
paulakouokou_COT,Paul Akouokou,Cote d'Ivoire,OL,MF,Defensive_Midfielder,72,54,56,68,70,71,63
bandaralahbabi_UNI,Bandar Al Ahbabi,United Arab Emirates,Al Ain FC,DF,Right_Back,72,83,55,71,71,65,53
ameenaldakhil_BEL,Ameen Al Dakhil,Belgium,VfB Stuttgart,DF,Centre_Back,72,70,27,51,62,72,73
danijelaleksic_SER,Danijel Aleksic,Serbia,Konyaspor,MF,Central_Midfielder,72,68,76,72,75,51,74
tadeoallende_ARG,Tadeo Allende,Argentina,RC Celta,MF,Side_Midfielder,72,80,74,65,69,36,73
facundoaltamirano_ARG,Facundo Altamirano,Argentina,San Lorenzo,GK,Goalkeeper,72,71,68,70,74,45,70
franciscoalvarez_ARG,Francisco Alvarez,Argentina,Argentinos Jrs.,DF,Centre_Back,72,64,31,46,57,73,74
robsonbambu_BRA,Robson Bambu,Brazil,SC Braga,DF,Centre_Back,72,73,40,54,61,74,67
kelvinamian_FRA,Kelvin Amian,France,FC Nantes,DF,Right_Back,72,78,48,61,67,70,79
francisamuzu_BEL,Francis Amuzu,Belgium,RSC Anderlecht,FW,Left_Winger,72,92,65,65,75,37,60
mikaelanderson_ICE,Mikael Anderson,Iceland,AGF,MF,Attacking_Midfielder,72,79,65,69,75,64,73
jaidonanthony_ENG,Jaidon Anthony,England,Burnley,MF,Side_Midfielder,72,77,66,68,74,39,63
shintaappelkamp_GER,Shinta Appelkamp,Germany,Düsseldorf,MF,Attacking_Midfielder,72,66,61,70,77,37,47
dennisappiah_FRA,Dennis Appiah,France,AS Saint-Étienne,DF,Right_Back,72,70,39,59,65,72,74
lucasarce_ARG,Lucas Arce,Argentina,Godoy Cruz,DF,Right_Back,72,88,43,63,71,63,61
danielarmstrong_SCO,Daniel Armstrong,Scotland,Kilmarnock,MF,Side_Midfielder,72,80,67,69,72,53,67
toluwalasearokodare_NIG,Toluwalase Arokodare,Nigeria,KRC Genk,FW,Striker,72,73,69,50,64,30,80
yaserasprilla_COL,Yaser Asprilla,Colombia,Girona FC,FW,Right_Winger,72,77,68,69,75,50,62
tommasoaugello_ITA,Tommaso Augello,Italy,Cagliari,DF,Left_Back,72,72,55,68,71,67,59
kouameautonne_UNI,Kouame Autonne,United Arab Emirates,Al Ain FC,DF,Centre_Back,72,72,29,52,51,72,80
gustavosa_POR,Gustavo Sa,Portugal,FC Famalicão,MF,Attacking_Midfielder,72,74,68,72,73,70,68
matthiasbader_GER,Matthias Bader,Germany,SV Darmstadt 98,DF,Right_Back,72,71,41,61,69,68,69
stefanbajcetic_SPA,Stefan Bajcetic,Spain,RB Salzburg,MF,Defensive_Midfielder,72,66,52,66,72,69,66
tiemouebakayoko_FRA,Tiemoue Bakayoko,France,PAOK FC,MF,Defensive_Midfielder,72,51,50,65,67,71,77
mitchelbakker_NET,Mitchel Bakker,Netherlands,LOSC Lille,MF,Side_Midfielder,72,79,59,67,71,71,75
lameckbanda_ZAM,Lameck Banda,Zambia,Lecce,FW,Left_Winger,72,88,66,60,77,30,43
barrybannan_SCO,Barry Bannan,Scotland,Sheffield Wed,MF,Central_Midfielder,72,59,63,73,75,58,61
goncalofranco_POR,Goncalo Franco,Portugal,Swansea City,MF,Defensive_Midfielder,72,66,64,69,72,67,73
federicobarba_ITA,Federico Barba,Italy,Como,DF,Centre_Back,72,68,31,60,62,73,74
davidbarbona_ARG,David Barbona,Argentina,Defensa,MF,Attacking_Midfielder,72,76,66,73,72,38,65
hernanbarcos_ARG,Hernan Barcos,Argentina,Alianza Lima,FW,Striker,72,49,74,66,65,46,76
bornabarisic_CRO,Borna Barisic,Croatia,Trabzonspor,DF,Left_Back,72,68,63,75,69,67,69
kylebartley_ENG,Kyle Bartley,England,West Brom,DF,Centre_Back,72,48,29,49,48,71,82
maximilianbauer_GER,Maximilian Bauer,Germany,FC Augsburg,DF,Centre_Back,72,54,26,48,52,74,73
jean-davidbeauguel_FRA,Jean-David Beauguel,France,Qingdao W. Coast,FW,Striker,72,63,73,52,64,31,79
timobecker_GER,Timo Becker,Germany,Holstein Kiel,DF,Right_Back,72,79,49,60,65,69,77
abdelkaderbedrane_ALG,Abdelkader Bedrane,Algeria,Damac FC,DF,Centre_Back,72,61,30,55,53,72,76
felixbeijmo_SWE,Felix Beijmo,Sweden,AGF,DF,Right_Back,72,85,51,64,68,64,76
kristijanbelic_SER,Kristijan Belic,Serbia,AZ,MF,Defensive_Midfielder,72,65,54,67,66,72,74
diondrenabeljo_CRO,Dion Drena Beljo,Croatia,SK Rapid,FW,Striker,72,59,71,49,68,31,73
stefanbell_GER,Stefan Bell,Germany,1. FSV Mainz 05,DF,Centre_Back,72,34,38,52,48,74,71
alessandrobellemo_ITA,Alessandro Bellemo,Italy,Sampdoria,MF,Defensive_Midfielder,72,50,62,70,70,64,70
mohamedalibenromdhane_TUN,Mohamed Ali Ben Romdhane,Tunisia,Ferencvárosi TC,MF,Attacking_Midfielder,72,70,71,71,70,63,70
sofianebendebka_ALG,Sofiane Bendebka,Algeria,Al Fateh,MF,Central_Midfielder,72,74,66,68,73,61,73
adrianbenedyczak_POL,Adrian Benedyczak,Poland,Parma,MF,Side_Midfielder,72,88,71,65,69,32,76
jessybenet_FRA,Jessy Benet,France,Grenoble Foot 38,MF,Central_Midfielder,72,59,66,73,70,61,78
danielbentley_ENG,Daniel Bentley,England,Wolves,GK,Goalkeeper,72,73,67,69,73,46,72
bartoszbereszynski_POL,Bartosz Bereszynski,Poland,Sampdoria,DF,Right_Back,72,76,56,64,69,67,72
paulbernardoni_FRA,Paul Bernardoni,France,Yverdon Sport FC,GK,Goalkeeper,72,73,70,69,71,29,72
matusbero_SLO,Matus Bero,Slovakia,VfL Bochum 1848,MF,Central_Midfielder,72,70,71,69,71,70,81
benjaminberrios_CHI,Benjamin Berrios,Chile,Everton,MF,Central_Midfielder,72,71,58,67,73,68,72
andreabertolacci_ITA,Andrea Bertolacci,Italy,Cremonese,MF,Central_Midfielder,72,55,69,73,73,71,64
pietroberuatto_ITA,Pietro Beruatto,Italy,Pisa,DF,Left_Back,72,78,51,60,65,68,69
erminbicakcic_BOS,Ermin Bicakcic,Bosnia-Herzegovina,Braunschweig,DF,Centre_Back,72,54,37,49,47,71,76
krystianbielik_POL,Krystian Bielik,Poland,Birmingham City,MF,Defensive_Midfielder,72,55,46,63,66,71,79
stipebiuk_CRO,Stipe Biuk,Croatia,Hajduk Split,MF,Side_Midfielder,72,83,64,65,73,38,62
sebastianblanco_ARG,Sebastian Blanco,Argentina,San Lorenzo,MF,Attacking_Midfielder,72,65,70,72,72,32,58
alexisblin_FRA,Alexis Blin,France,Palermo,MF,Defensive_Midfielder,72,31,54,63,65,69,77
lucasblondel_ARG,Lucas Blondel,Argentina,Boca Juniors,DF,Right_Back,72,79,61,60,70,68,70
myronboadu_NET,Myron Boadu,Netherlands,VfL Bochum 1848,FW,Striker,72,81,72,61,74,28,64
oscarbobb_NOR,Oscar Bobb,Norway,Manchester City,FW,Right_Winger,72,80,62,71,79,33,41
brunogaspar_ANG,Bruno Gaspar,Angola,Vitória SC,MF,Side_Midfielder,72,79,58,68,73,68,68
danielboloca_ROM,Daniel Boloca,Romania,Sassuolo,MF,Defensive_Midfielder,72,59,59,70,74,63,72
toniborevkovic_CRO,Toni Borevkovic,Croatia,Vitória SC,DF,Centre_Back,72,45,30,46,49,73,77
sebastianboselli_URU,Sebastian Boselli,Uruguay,Estudiantes,DF,Centre_Back,72,75,50,66,66,70,77
ericbotteghin_BRA,Eric Botteghin,Brazil,Modena,DF,Centre_Back,72,31,35,46,49,72,82
walterbou_ARG,Walter Bou,Argentina,Lanús,FW,Striker,72,68,74,62,72,49,70
robertbozenik_SLO,Robert Bozenik,Slovakia,Boavista FC,FW,Striker,72,74,72,63,67,32,74
pedrorebocho_POR,Pedro Rebocho,Portugal,Al Khaleej,DF,Left_Back,72,76,57,68,72,66,74
matthiasbraunoder_AUS,Matthias Braunoder,Austria,Como,MF,Central_Midfielder,72,80,58,71,76,65,62
yanickbrecher_SWI,Yanick Brecher,Switzerland,FC Zürich,GK,Goalkeeper,72,71,71,69,73,40,73
nathanbroadhead_WAL,Nathan Broadhead,Wales,Ipswich,MF,Side_Midfielder,72,79,71,66,73,36,66
alanbrowne_IRE,Alan Browne,Ireland,Sunderland,MF,Central_Midfielder,72,70,69,70,72,69,78
gastonbrugman_URU,Gaston Brugman,Uruguay,LA Galaxy,MF,Central_Midfielder,72,70,68,71,73,69,72
giannibruno_BEL,Gianni Bruno,Belgium,Eyüpspor,FW,Striker,72,70,74,66,71,39,66
hugobueno_SPA,Hugo Bueno,Spain,Feyenoord,DF,Left_Back,72,75,53,71,77,65,65
osmanbukari_GHA,Osman Bukari,Ghana,Austin FC,FW,Right_Winger,72,85,67,61,75,37,65
cameronburgess_AUS,Cameron Burgess,Australia,Ipswich,DF,Centre_Back,72,51,37,56,54,72,80
guidoburgstaller_AUS,Guido Burgstaller,Austria,SK Rapid,FW,Striker,72,53,74,66,69,39,81
wesburns_WAL,Wes Burns,Wales,Ipswich,MF,Side_Midfielder,72,91,67,63,73,60,74
marnonbusch_GER,Marnon Busch,Germany,Heidenheim,DF,Right_Back,72,81,53,63,70,66,74
sambyram_ENG,Sam Byram,England,Leeds United,DF,Left_Back,72,71,57,65,71,71,69
jimmycabot_FRA,Jimmy Cabot,France,RC Lens,DF,Right_Back,72,84,66,67,76,64,58
liberatocacace_NEW,Liberato Cacace,New Zealand,Empoli,DF,Left_Back,72,71,60,66,69,68,76
deibercaicedo_COL,Deiber Caicedo,Colombia,Whitecaps FC,MF,Side_Midfielder,72,84,65,64,77,41,53
madycamara_GUI,Mady Camara,Guinea,PAOK FC,MF,Central_Midfielder,72,70,71,71,71,74,83
matteocancellieri_ITA,Matteo Cancellieri,Italy,Parma,FW,Left_Winger,72,79,69,69,77,38,59
antoniocandela_ITA,Antonio Candela,Italy,Venezia,DF,Right_Back,72,84,54,64,67,66,75
victorcantillo_COL,Victor Cantillo,Colombia,Junior,MF,Defensive_Midfielder,72,67,39,66,74,65,68
johancarbonero_COL,Johan Carbonero,Colombia,Racing Club,FW,Left_Winger,72,85,65,63,78,37,60
valentincarboni_ARG,Valentin Carboni,Argentina,OM,MF,Attacking_Midfielder,72,61,70,73,73,46,49
carlosmane_GUI,Carlos Mane,Guinea-Bissau,Kayserispor,MF,Side_Midfielder,72,90,67,64,77,41,62
bernardovital_POR,Bernardo Vital,Portugal,Real Zaragoza,DF,Centre_Back,72,65,33,45,49,75,71
oscarcardozo_PAR,Oscar Cardozo,Paraguay,Libertad,FW,Striker,72,39,78,64,63,27,67
yagocariello_BRA,Yago Cariello,Brazil,Ulsan Hyundai,FW,Striker,72,70,74,53,65,24,80
carmona_SPA,Carmona,Spain,Sevilla FC,MF,Side_Midfielder,72,73,65,68,70,68,66
darioessugo_POR,Dario Essugo,Portugal,UD Las Palmas,MF,Defensive_Midfielder,72,73,56,63,71,71,78
byroncastillo_ECU,Byron Castillo,Ecuador,Barcelona SC,DF,Right_Back,72,89,56,65,68,64,65
lukascerv_CZE,Lukas Cerv,Czech Republic,Viktoria Plzeň,MF,Defensive_Midfielder,72,69,62,66,68,68,77
maximechanot_LUX,Maxime Chanot,Luxembourg,LAFC,DF,Centre_Back,72,47,49,48,50,71,80
jhoannerchavez_ECU,Jhoanner Chavez,Ecuador,RC Lens,DF,Left_Back,72,85,58,63,70,65,67
leandrochichizola_ARG,Leandro Chichizola,Argentina,Parma,GK,Goalkeeper,72,70,70,69,72,51,74
choguesung_KOR,Cho Gue Sung,"Korea, South",FC Midtjylland,FW,Striker,72,78,71,52,68,30,79
hamzachoudhury_ENG,Hamza Choudhury,England,Leicester City,DF,Right_Back,72,64,50,66,67,73,74
chowtim_CHI,Chow Tim,Chinese Taipei,Rongcheng FC,MF,Central_Midfielder,72,73,65,70,71,67,75
anderschristiansen_DEN,Anders Christiansen,Denmark,Malmö FF,MF,Central_Midfielder,72,69,71,70,74,65,72
carneychukwuemeka_ENG,Carney Chukwuemeka,England,Chelsea,MF,Attacking_Midfielder,72,65,65,68,76,50,63
ibrahimcisse_FRA,Ibrahim Cisse,France,Ferencvárosi TC,DF,Centre_Back,72,68,38,64,64,72,75
zanderclark_SCO,Zander Clark,Scotland,Hearts,GK,Goalkeeper,72,73,68,70,77,31,72
mattclarke_ENG,Matt Clarke,England,Middlesbrough,DF,Centre_Back,72,51,37,53,62,71,78
jakeclarke-salter_ENG,Jake Clarke-Salter,England,QPR,DF,Centre_Back,72,64,33,53,51,74,75
matiascoccaro_URU,Matias Coccaro,Uruguay,CF Montréal,FW,Striker,72,72,72,48,70,40,72
alexcochrane_ENG,Alex Cochrane,England,Birmingham City,DF,Left_Back,72,73,45,66,69,68,67
germanconti_ARG,German Conti,Argentina,Racing Club,DF,Centre_Back,72,55,38,52,48,73,75
rodrigocontreras_ARG,Rodrigo Contreras,Argentina,Everton,FW,Striker,72,71,73,61,69,34,79
stevecook_ENG,Steve Cook,England,QPR,DF,Centre_Back,72,35,34,55,57,73,75
derekcornelius_CAN,Derek Cornelius,Canada,OM,DF,Centre_Back,72,68,45,51,57,68,85
carloscoronel_PAR,Carlos Coronel,Paraguay,Red Bulls,GK,Goalkeeper,72,71,70,73,73,39,71
corpas_SPA,Corpas,Spain,SD Eibar,MF,Side_Midfielder,72,89,66,69,72,36,62
ayrtoncosta_ARG,Ayrton Costa,Argentina,Royal Antwerp FC,DF,Left_Back,72,71,46,62,64,72,72
davidcostas_SPA,David Costas,Spain,R. Oviedo,DF,Centre_Back,72,73,46,64,68,71,74
charliecresswell_ENG,Charlie Cresswell,England,Toulouse FC,DF,Centre_Back,72,52,30,50,55,72,74
luismicruz_SPA,Luismi Cruz,Spain,CD Tenerife,MF,Side_Midfielder,72,85,61,66,78,48,58
paucubarsi_SPA,Pau Cubarsi,Spain,FC Barcelona,DF,Centre_Back,72,67,25,58,69,74,63
carloscuesta_COL,Carlos Cuesta,Colombia,KRC Genk,DF,Centre_Back,72,76,28,52,62,71,74
rafaelczichos_GER,Rafael Czichos,Germany,Chicago Fire FC,DF,Centre_Back,72,57,47,59,60,72,77
marcod'alessandro_ITA,Marco D'Alessandro,Italy,Catanzaro,FW,Left_Winger,72,84,58,68,79,44,43
nunodacosta_CAB,Nuno da Costa,Cabo Verde,Kasımpaşa,FW,Striker,72,82,69,63,72,27,65
zepedro_POR,Ze Pedro,Portugal,FC Porto,DF,Centre_Back,72,64,53,63,61,72,72
riccieli_BRA,Riccieli,Brazil,FC Famalicão,DF,Centre_Back,72,53,33,50,56,73,77
diegolopes_BRA,Diego Lopes,Brazil,Qingdao Hainiu,MF,Attacking_Midfielder,72,71,67,70,74,49,55
jesperdaland_NOR,Jesper Daland,Norway,Cardiff City,DF,Centre_Back,72,60,40,52,57,72,76
karldarlow_WAL,Karl Darlow,Wales,Leeds United,GK,Goalkeeper,72,73,70,66,75,58,72
zurikodavitashvili_GEO,Zuriko Davitashvili,Georgia,AS Saint-Étienne,MF,Side_Midfielder,72,84,60,67,73,25,59
lucadelatorre_UNI,Luca de la Torre,United States,RC Celta,MF,Central_Midfielder,72,64,61,72,73,62,62
artur_BRA,Artur,Brazil,Houston Dynamo,MF,Defensive_Midfielder,72,62,51,64,68,69,77
lorenzodesilvestri_ITA,Lorenzo De Silvestri,Italy,Bologna,DF,Right_Back,72,63,67,71,68,71,73
tiagoesgaio_POR,Tiago Esgaio,Portugal,Arouca,DF,Right_Back,72,70,55,68,71,69,63
daniel_BRA,Daniel,Brazil,SJ Earthquakes,GK,Goalkeeper,72,73,71,70,76,23,74
alan_BRA,Alan,Brazil,Moreirense FC,MF,Attacking_Midfielder,72,75,65,69,75,50,45
konidewinter_BEL,Koni De Winter,Belgium,Genoa,DF,Centre_Back,72,67,39,57,66,73,71
thomasdelaine_FRA,Thomas Delaine,France,Strasbourg,DF,Left_Back,72,81,50,69,71,66,71
hannesdelcroix_BEL,Hannes Delcroix,Belgium,Burnley,DF,Centre_Back,72,67,33,61,62,72,70
rafaeldelgado_ARG,Rafael Delgado,Argentina,Belgrano,DF,Left_Back,72,78,64,69,69,69,81
olivierdeman_BEL,Olivier Deman,Belgium,SV Werder Bremen,DF,Left_Back,72,66,63,69,71,66,71
emmanueldennis_NIG,Emmanuel Dennis,Nigeria,Nott'm Forest,MF,Side_Midfielder,72,85,71,63,75,41,70
andresdesabato_ARG,Andres Desabato,Argentina,Platense,GK,Goalkeeper,72,72,69,66,72,20,74
camerondevlin_AUS,Cameron Devlin,Australia,Hearts,MF,Defensive_Midfielder,72,68,55,63,72,68,73
gianlucadichiara_ITA,Gianluca Di Chiara,Italy,Parma,DF,Left_Back,72,78,54,70,68,64,77
oumardiakite_COT,Oumar Diakite,Cote d'Ivoire,Stade de Reims,FW,Striker,72,79,71,57,70,21,69
gradydiangana_CON,Grady Diangana,Congo,West Brom,MF,Side_Midfielder,72,82,62,66,72,27,58
robdickie_ENG,Rob Dickie,England,Bristol City,DF,Centre_Back,72,53,44,53,58,73,78
bambadieng_SEN,Bamba Dieng,Senegal,Angers SCO,FW,Striker,72,79,73,60,70,33,60
kevindiks_NET,Kevin Diks,Netherlands,F.C. København,DF,Centre_Back,72,74,56,65,68,71,77
loisdiony_FRA,Lois Diony,France,Angers SCO,FW,Striker,72,66,73,64,70,26,73
joshdoig_SCO,Josh Doig,Scotland,Sassuolo,DF,Left_Back,72,79,63,66,70,67,73
jaume_SPA,Jaume,Spain,Valencia CF,GK,Goalkeeper,72,70,72,73,74,58,70
jean-lucdompe_FRA,Jean-Luc Dompe,France,Hamburger SV,FW,Left_Winger,72,76,70,70,77,38,54
arondonnum_NOR,Aron Donnum,Norway,Toulouse FC,MF,Side_Midfielder,72,82,62,65,76,52,71
dotor_SPA,Dotor,Spain,R. Oviedo,MF,Central_Midfielder,72,56,61,65,71,66,63
gueladoue_COT,Guela Doue,Cote d'Ivoire,Strasbourg,DF,Right_Back,72,71,40,63,70,72,71
ismaeldoukoure_FRA,Ismael Doukoure,France,Strasbourg,MF,Defensive_Midfielder,72,66,42,60,64,72,71
ousmanedoumbia_COT,Ousmane Doumbia,Cote d'Ivoire,FC Lugano,MF,Defensive_Midfielder,72,72,58,66,71,69,78
callumdoyle_ENG,Callum Doyle,England,Norwich,DF,Centre_Back,72,58,37,66,68,72,75
careleiting_NET,Carel Eiting,Netherlands,FC Twente,MF,Central_Midfielder,72,45,58,79,70,58,61
hjalmarekdal_SWE,Hjalmar Ekdal,Sweden,Burnley,DF,Centre_Back,72,59,33,52,62,72,75
jurgenekkelenkamp_NET,Jurgen Ekkelenkamp,Netherlands,Udinese,MF,Attacking_Midfielder,72,65,69,71,72,62,79
jackelliott_ENG,Jack Elliott,England,Philadelphia,DF,Centre_Back,72,49,24,48,52,73,80
joseenamorado_COL,Jose Enamorado,Colombia,Junior,MF,Side_Midfielder,72,81,63,66,78,25,45
arneengels_BEL,Arne Engels,Belgium,Celtic,MF,Central_Midfielder,72,71,64,73,74,63,72
eomjisung_KOR,Eom Ji Sung,"Korea, South",Swansea City,MF,Side_Midfielder,72,85,64,64,74,36,65
martinerlic_CRO,Martin Erlic,Croatia,Bologna,DF,Centre_Back,72,55,34,46,53,73,71
juanespinola_PAR,Juan Espinola,Paraguay,Belgrano,GK,Goalkeeper,72,76,73,72,70,40,71
sebastianoesposito_ITA,Sebastiano Esposito,Italy,Empoli,FW,Striker,72,73,73,72,74,35,63
nahuelestevez_ARG,Nahuel Estevez,Argentina,Parma,MF,Defensive_Midfielder,72,68,70,74,73,67,67
hakonevjen_NOR,Hakon Evjen,Norway,FK Bodø/Glimt,FW,Right_Winger,72,86,62,67,75,56,64
ezkieta_SPA,Ezkieta,Spain,R. Racing Club,GK,Goalkeeper,72,71,70,67,75,44,69
paulovitor_BRA,Paulo Vitor,Brazil,Al Okhdood,GK,Goalkeeper,72,74,71,70,73,24,70
claudiofalcao_BRA,Claudio Falcao,Brazil,Farense,MF,Defensive_Midfielder,72,66,67,64,68,73,77
cesarfalletti_URU,Cesar Falletti,Uruguay,Bari,MF,Attacking_Midfielder,72,86,66,70,77,33,66
zinedineferhat_ALG,Zinedine Ferhat,Algeria,Angers SCO,MF,Side_Midfielder,72,76,63,70,72,31,62
gerso_GUI,Gerso,Guinea-Bissau,Incheon United,FW,Left_Winger,72,90,65,62,75,41,64
nicolasfernandez_ARG,Nicolas Fernandez,Argentina,Elche CF,MF,Side_Midfielder,72,82,63,67,74,62,64
alvarocarreras_SPA,Alvaro Carreras,Spain,SL Benfica,DF,Left_Back,72,80,56,73,75,64,70
josan_SPA,Josan,Spain,Elche CF,DF,Right_Back,72,82,68,67,74,66,47
